1007299507-f075 | http://is2.auto.ru/all/images/a8/cc/60x45/a8cc491d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 65 000 |  2000  |  152 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1006733391-af59 | http://is15.auto.ru/all/images/b5/b9/60x45/b5b9de0c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 50 000 |  2002  |  170 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 18.01.15
1003843218-22d242 | http://is3.auto.ru/all/images/b6/d3/60x45/b6d33b16.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 30 000 |  1996  |  40 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Подольск | 18.01.15
1006979033-88c3e | http://is16.auto.ru/all/images/60/f4/60x45/60f4f8c8.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 50 000 |  2000  |  146 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Кострома | 18.01.15
1006978709-5dd1 | http://is9.auto.ru/all/images/88/6e/60x45/886e3b42.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 75 000 |  2003  |  120 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 18.01.15
1006978371-dbb83 | http://is11.auto.ru/all/images/54/10/60x45/54100ae0.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 73 000 |  2001  |  205 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Омск | 18.01.15
1006977775-474ea6 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 78 000 |  2002  |  156 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 18.01.15
49932486-0f49 | http://is17.auto.ru/all/images/b5/6f/60x45/b56fa881.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 75 000 |  2002  |  200 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Орел | 18.01.15
1006958621-dfae | http://is8.auto.ru/all/images/ff/94/60x45/ff942725.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FF0000 | 85 000 |  2005  |  18 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 18.01.15
1006879847-f9e47 | http://is6.auto.ru/all/images/64/e7/60x45/64e76046.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 35 000 |  1999  |  70 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Новомосковск | 18.01.15
42992008-740b | http://is5.auto.ru/all/images/b1/13/60x45/b1138056.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #926547 | 100 000 |  2002  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 18.01.15
1006936421-60670f | http://is5.auto.ru/all/images/3d/b2/60x45/3db2b9e8.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 50 000 |  2001  |  119 163 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006936207-a3ede | http://is6.auto.ru/all/images/4e/31/60x45/4e3169d8.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #FFFFFF | 83 000 |  2002  |  190 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006935905-4ef8 | http://is18.auto.ru/all/images/13/f9/60x45/13f901c9.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 100 000 |  2001  |  93 200 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006936281-5c5174 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 65 000 |  2005  |  222 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 17.01.15
1006935881-8796 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 90 000 |  2003  |  150 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Рославль | 17.01.15
1006935703-ae779b | http://is11.auto.ru/all/images/27/47/60x45/2747f66d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 60 000 |  1992  |  150 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Воронеж | 17.01.15
1006935313-96c1 | http://is9.auto.ru/all/images/df/70/60x45/df70ae2d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 57 000 |  2000  |  89 400 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006935297-b36b2 | http://is5.auto.ru/all/images/3e/20/60x45/3e202265.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 58 000 |  1999  |  120 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Владимир | 17.01.15
1006935119-52389 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 32 000 |  1998  |  145 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Остров | 17.01.15
1006258893-61ff | http://is18.auto.ru/all/images/2d/59/60x45/2d593a21.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 35 000 |  2001  |  111 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006928547-79bd | http://is4.auto.ru/all/images/ea/ae/60x45/eaae614b.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 65 000 |  1995  |  80 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Воронеж | 17.01.15
1006934627-48491 | http://is18.auto.ru/all/images/46/6e/60x45/466ec718.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 59 000 |  2003  |  141 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Пенза | 17.01.15
1006934215-e6e68 | http://is13.auto.ru/all/images/00/d6/60x45/00d65b54.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 35 000 |  1992  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006872445-a58cc6 | http://is8.auto.ru/all/images/b9/a4/60x45/b9a4db64.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 135 000 |  2003  |  38 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006933327-5ba4 | http://is6.auto.ru/all/images/ee/eb/60x45/eeeb6880.jpg |  ВАЗ 21091.5 MT (70 л.с.)  | #34ba2b | 70 000 |  1999  |  180 000 км  |  1.5 MT (70 л.с.)хэтчбек, бензин, передний  | Шуя | 17.01.15
1006931119-b864c | http://is4.auto.ru/all/images/94/21/60x45/94212ed9.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 75 000 |  2002  |  228 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1002492005-3771e3 | http://is11.auto.ru/all/images/d1/7b/60x45/d17b4aa7.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #926547 | 80 000 |  2003  |  180 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Подольск | 17.01.15
1006933131-e43fa9 | http://is9.auto.ru/all/images/6d/76/60x45/6d76eadf.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 96 000 |  2003  |  125 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Жуковский | 17.01.15
1006932575-980e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 50 000 |  1996  |  100 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Лыткарино | 17.01.15
1006931777-e2f583 | http://is18.auto.ru/all/images/e8/a1/60x45/e8a199e7.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 90 000 |  2001  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Армавир | 17.01.15
1002428471-0124 | http://is16.auto.ru/all/images/e8/5b/60x45/e85b4e2d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 39 000 |  1999  |  225 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 17.01.15
1006931045-4fb4 | http://is4.auto.ru/all/images/d0/c7/60x45/d0c7a7dc.jpg |  ВАЗ 2109 21091.3 MT (64 л.с.)  | #FFFFFF | 45 000 |  1991  |  15 000 км  |  1.3 MT (64 л.с.)хэтчбек, бензин, передний  | Саратов | 17.01.15
1006930811-11ef6 | http://is2.auto.ru/all/images/8e/0b/60x45/8e0b2e34.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0000FF | 85 000 |  2003  |  95 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006930785-020c0b | http://is4.auto.ru/all/images/bd/25/60x45/bd25dd39.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 81 118 |  2001  |  81 118 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006362855-dd55 | http://is18.auto.ru/all/images/a4/16/60x45/a416056e.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 139 000 |  2002  |  58 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Домодедово | 17.01.15
1006929001-ed47 | http://is6.auto.ru/all/images/9b/d9/60x45/9bd9cf13.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 95 000 |  2005  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Вологда | 17.01.15
1006928307-aa5f | http://is12.auto.ru/all/images/7b/fa/60x45/7bfa9d8d.jpg |  ВАЗ 2109 210911.1 MT (54 л.с.)  | #FFFFFF | 25 000 |  1991  |  500 000 км  |  1.1 MT (54 л.с.)хэтчбек, бензин, передний  | Орел | 17.01.15
1006927835-7dee | http://is2.auto.ru/all/images/df/cd/60x45/dfcd3248.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 99 000 |  2004  |  139 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Каменск-Шахтинский | 17.01.15
1006470803-2970 | http://is3.auto.ru/all/images/f4/83/60x45/f4838089.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 83 000 |  2002  |  104 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Орел | 17.01.15
1006927349-ee166 | http://is6.auto.ru/all/images/f3/b9/60x45/f3b94296.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 70 000 |  2001  |  60 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Саров | 17.01.15
1006926943-a3e8 | http://is6.auto.ru/all/images/bc/df/60x45/bcdf46bc.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #0088ff | 185 000 Правый руль |  2002  |  93 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Сортавала | 17.01.15
1006879535-2eb2f | http://is18.auto.ru/all/images/d0/df/60x45/d0dfc14d.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 67 000 |  2002  |  55 600 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1005255969-ac838f | http://is17.auto.ru/all/images/27/98/60x45/2798196b.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 35 000 |  1999  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ярцево | 17.01.15
1006517755-ee968a | http://is9.auto.ru/all/images/d7/41/60x45/d74148d9.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 74 900 |  2002  |  98 360 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006923233-017ed4 | http://is6.auto.ru/all/images/4f/46/60x45/4f46ebcd.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 77 000 |  2003  |  145 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Саратов | 17.01.15
1006923137-f38afc | http://is8.auto.ru/all/images/3d/45/60x45/3d4512d3.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 67 000 |  1997  |  160 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Навашино | 17.01.15
1006631705-59a9fe | http://is5.auto.ru/all/images/8b/88/60x45/8b881333.jpg |  ВАЗ 21091.5 MT (72 л.с.)  | #9c9999 | 75 000 |  2003  |  140 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Балашиха | 17.01.15
1006920489-1a065c | http://is11.auto.ru/all/images/36/c9/60x45/36c961c2.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 70 000 |  2001  |  200 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Рузаевка | 17.01.15
1006920237-8dd8f7 | http://is12.auto.ru/all/images/f4/9e/60x45/f49e20d5.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 100 000 |  2003  |  150 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006920225-c5d5 | http://is13.auto.ru/all/images/d7/d5/60x45/d7d56e84.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 50 000 |  1992  |  110 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 17.01.15
1006919809-b9bb5 | http://is16.auto.ru/all/images/83/2d/60x45/832d1d5f.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #000000 | 115 000 |  2001  |  95 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Ялта | 17.01.15
1006024233-dd4c | http://is7.auto.ru/all/images/cd/50/60x45/cd50d533.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 25 000 |  2000  |  130 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 17.01.15
1006879575-f84f | http://is2.auto.ru/all/images/a1/ba/60x45/a1baf498.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 75 000 |  1990  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 17.01.15
1005043571-7bf21 | http://is13.auto.ru/all/images/09/5a/60x45/095a87a7.jpg |  ВАЗ 21091.5 MT (77 л.с.)  | #0000FF | 75 000 |  2001  |  121 000 км  |  1.5 MT (77 л.с.)хэтчбек, бензин, передний  | Пушкино | 17.01.15
1006472655-ffa0 | http://is7.auto.ru/all/images/4b/71/60x45/4b718242.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 130 000 |  2003  |  170 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Рязань | 16.01.15
1004366369-6e2c0d | http://is2.auto.ru/all/images/76/33/60x45/7633459d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 90 000 |  2003  |  250 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006878527-723f | http://is11.auto.ru/all/images/a4/18/60x45/a418bebf.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #9c9999 | 50 000 |  2001  |  124 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006632243-fffb1d | http://is15.auto.ru/all/images/a4/69/60x45/a469d5e2.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 45 000 |  2001  |  360 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Старый Оскол | 16.01.15
1006877467-99cfa3 | http://is7.auto.ru/all/images/17/95/60x45/1795791c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 225 000 |  1998  |  1 000 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006877837-973d6 | http://is3.auto.ru/all/images/4e/7b/60x45/4e7b843b.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #000000 | 135 000 |  2004  |  140 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Домодедово | 16.01.15
1006814323-b221e4 | http://is11.auto.ru/all/images/1c/2e/60x45/1c2e59eb.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CC0033 | 55 000 |  1997  |  139 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Валуйки | 16.01.15
1006876739-aac9 | http://is18.auto.ru/all/images/0e/33/60x45/0e3302f0.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFFFFF | 67 000 |  1998  |  120 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Карачев | 16.01.15
1005457105-21d9 | http://is18.auto.ru/all/images/37/07/60x45/37072281.jpg |  ВАЗ 21091.5 MT (72 л.с.)  | #FF0000 | 59 999 |  2001  |  190 000 км  |  1.5 MT (72 л.с.)внедорожник, бензин, передний  | Москва | 16.01.15
1006876069-c38c8 | http://is3.auto.ru/all/images/e7/76/60x45/e776bb1c.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 65 000 |  1999  |  5 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Зеленоград | 16.01.15
1006876361-b5e0 | http://is3.auto.ru/all/images/82/2e/60x45/822edbf8.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FF0000 | 130 000 |  1996  |  70 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 16.01.15
1006876251-b7a4 | http://is17.auto.ru/all/images/5a/a6/60x45/5aa67828.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #FFCC00 | 56 000 |  1997  |  3 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Грязи | 16.01.15
1006467175-5f31 | http://is7.auto.ru/all/images/de/35/60x45/de35ab97.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 80 000 |  2003  |  147 400 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006874451-caee1 | http://is15.auto.ru/all/images/d6/40/60x45/d640497c.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 66 946 |  2001  |  165 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Нефтегорск | 16.01.15
1006523085-3afcf | http://is3.auto.ru/all/images/ea/ee/60x45/eaee52ae.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #9c9999 | 105 000 |  2002  |  86 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006208335-5e1980 | http://is14.auto.ru/all/images/1f/e7/60x45/1fe73022.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #926547 | 55 000 |  2000  |  100 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
1006872307-c957 | http://is17.auto.ru/all/images/8c/53/60x45/8c53a14d.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #0000FF | 65 000 |  1996  |  81 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Воронеж | 16.01.15
1006872973-2d6b | http://is11.auto.ru/all/images/72/40/60x45/72406802.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #34ba2b | 70 000 |  2003  |  160 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Ногинск | 16.01.15
1006870091-411f | http://is15.auto.ru/all/images/eb/4e/60x45/eb4e4061.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #CACECB | 100 000 |  2002  |  101 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Ярославль | 16.01.15
1006868847-d637d8 | http://is18.auto.ru/all/images/61/19/60x45/6119f1d8.jpg |  ВАЗ 2109 21093-201.5 MT (78 л.с.)  | #CACECB | 130 000 |  2004  |  87 000 км  |  1.5 MT (78 л.с.)хэтчбек, бензин, передний  | Зеленоград | 16.01.15
1006868013-1026 | http://is15.auto.ru/all/images/c2/af/60x45/c2af60be.jpg |  ВАЗ 2109 210931.5 MT (72 л.с.)  | #34ba2b | 50 000 |  2000  |  150 000 км  |  1.5 MT (72 л.с.)хэтчбек, бензин, передний  | Москва | 16.01.15
