1007301803-05e0 | http://is10.auto.ru/all/images/fb/c7/60x45/fbc79ab0.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #FF0000 | 515 000 |  2010  |  67 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007148417-4f442d | http://is4.auto.ru/all/images/b9/19/60x45/b9190f03.jpg |  Volkswagen Golf VI1.4 MT (122 л.с.)  | #FFCC00 | 590 000 |  2011  |  29 000 км  |  1.4 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007149377-d1fcbc | http://is4.auto.ru/all/images/b4/54/60x45/b4544e33.jpg |  Volkswagen Golf IV1.6 AT (102 л.с.)  | #FFFFFF | 255 555 |  2000  |  124 648 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007147635-4f6d2 | http://is13.auto.ru/all/images/b1/52/60x45/b152889a.jpg |  Volkswagen Golf IV2.0 AT (115 л.с.)  | #CACECB | 222 222 |  2002  |  96 000 км  |  2.0 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007145449-2f789f | http://is16.auto.ru/all/images/a9/5d/60x45/a95d4fec.jpg |  Volkswagen Golf II1.6 MT (75 л.с.)  | #0000FF | 59 888 |  1990  |  191 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1004852989-c9ca9 | http://is16.auto.ru/all/images/4e/eb/60x45/4eeb904d.jpg |  Volkswagen Golf V1.6 MT (115 л.с.)  | #CACECB | 365 000 |  2004  |  103 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Армавир | 21.01.15
43362948-5a231d | http://is9.auto.ru/all/images/9b/08/60x45/9b083fd2.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #0000FF | 499 999 |  2007  |  130 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1006625301-25c90f | http://is4.auto.ru/all/images/ef/b3/60x45/efb367af.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #000000 | 817 500 |  2012  |  36 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007119503-980df7 | http://is8.auto.ru/all/images/44/94/60x45/449475c5.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #CACECB | 650 000 |  2011  |  80 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007119215-4cd3 | http://is3.auto.ru/all/images/15/16/60x45/1516bf9a.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #000000 | 248 000 |  2002  |  187 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007118897-931dd4 | http://is8.auto.ru/all/images/b0/f3/60x45/b0f3cf23.jpg |  Volkswagen Golf III2.0 MT (115 л.с.)  | #34ba2b | 155 000 |  1996  |  192 000 км  |  2.0 MT (115 л.с.)хэтчбек, бензин, передний  | Владимир | 21.01.15
48952704-3c32b | http://is7.auto.ru/all/images/66/1a/60x45/661a40c9.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #9c9999 | 815 000 |  2012  |  55 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006465245-77e13 | http://is7.auto.ru/all/images/73/29/60x45/73297f97.jpg |  Volkswagen Golf IV1.6 MT (101 л.с.)  | #FFFFFF | 220 000 |  2000  |  223 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Домодедово | 20.01.15
1006624445-5e0f5 | http://is16.auto.ru/all/images/04/66/60x45/046602fc.jpg |  Volkswagen Golf IV1.6 AT (102 л.с.)  | #0000FF | 305 000 |  2003  |  165 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007117091-72baf | http://is16.auto.ru/all/images/cc/1a/60x45/cc1a9c03.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 200 000 |  1998  |  166 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007101149-87e65 | http://is2.auto.ru/all/images/44/b2/60x45/44b24162.jpg |  Volkswagen Golf III1.8 MT (75 л.с.)  | #9c9999 | 137 000 |  1992  |  222 000 км  |  1.8 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007117169-f9e37 | http://is18.auto.ru/all/images/57/d5/60x45/57d50eef.jpg |  Volkswagen Golf IV2.0 MT (115 л.с.)  | #0000FF | 350 000 |  2002  |  215 000 км  |  2.0 MT (115 л.с.)хэтчбек, бензин, передний  | Северская | 20.01.15
1007117019-a6cdff | http://is9.auto.ru/all/images/ba/a2/60x45/baa29e84.jpg |  Volkswagen Golf IV2.0 MT (115 л.с.)  | #0000FF | 350 000 |  2002  |  215 000 км  |  2.0 MT (115 л.с.)хэтчбек, бензин, передний  | Краснодар | 20.01.15
1004970551-5075 | http://is8.auto.ru/all/images/52/16/60x45/5216e397.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #CACECB | 660 000 |  2011  |  47 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Архангельск | 20.01.15
1003560126-1c5ccf | http://is17.auto.ru/all/images/7a/36/60x45/7a3651d4.jpg |  Volkswagen Golf III1.9d MT (90 л.с.)  | #CACECB | 100 000 |  1994  |  320 000 км  |  1.9d MT (90 л.с.)хэтчбек, дизель, передний  | Белгород | 20.01.15
1006574819-d17f30 | http://is7.auto.ru/all/images/ef/5e/60x45/ef5e6b6e.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #9c9999 | 420 000 |  2006  |  130 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Псков | 20.01.15
1007116183-7b215 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #0000FF | 190 000 |  2001  |  215 000 км  |  1.6 MT (105 л.с.)универсал, бензин, передний  | Брянск | 20.01.15
1006984661-bee267 | http://is17.auto.ru/all/images/8f/94/60x45/8f940200.jpg |  Volkswagen Golf IV1.6 AT (101 л.с.)  | #0000FF | 300 000 |  2000  |  141 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007115757-7790 | http://is6.auto.ru/all/images/eb/f4/60x45/ebf4d9b8.jpg |  Volkswagen Golf IV1.6 AT (102 л.с.)  | #FF0000 | 250 000 Правый руль |  2003  |  175 000 км  |  1.6 AT (102 л.с.)универсал, бензин, передний  | Туймазы | 20.01.15
1007115595-cb4918 | http://is4.auto.ru/all/images/a9/1f/60x45/a91f113a.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #9c9999 | 105 000 |  1994  |  100 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007051045-0d209f | http://is2.auto.ru/all/images/47/70/60x45/477044a9.jpg |  Volkswagen Golf VII1.4 AT (140 л.с.)  | #FFFFFF | 1 470 000 |  2013  |  14 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007115499-bfd4e | http://is13.auto.ru/all/images/d0/a7/60x45/d0a727dd.jpg |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #0000FF | 195 000 |  1999  |  110 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Тверь | 20.01.15
1007115367-5f3e3 | http://is4.auto.ru/all/images/29/45/60x45/29456f85.jpg |  Volkswagen Golf VII1.4 AT (122 л.с.)  | #FFFFFF | 1 000 000 |  2013  |  14 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007045323-196b | http://is13.auto.ru/all/images/2b/19/60x45/2b191de6.jpg |  Volkswagen Golf VII1.4 AT (140 л.с.)  | #FFFFFF | 980 000 |  2013  |  42 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007114983-0aaf | http://is9.auto.ru/all/images/4e/79/60x45/4e799bc0.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #000000 | 605 000 |  2011  |  108 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Брянск | 20.01.15
1007099535-e958 | http://is1.auto.ru/all/images/0e/89/60x45/0e89ff99.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #FF0000 | 123 000 |  1992  |  30 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1001630135-913d | http://is18.auto.ru/all/images/ea/de/60x45/eade9ba7.jpg |  Volkswagen Golf III1.4 MT (60 л.с.)  | #FF0000 | 115 000 |  1997  |  265 000 км  |  1.4 MT (60 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1006672041-bf4509 | http://is4.auto.ru/all/images/9d/f7/60x45/9df76447.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #FFFFFF | 480 000 |  2008  |  84 500 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1004166665-d2541 | http://is6.auto.ru/all/images/58/0d/60x45/580d976a.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #FF9966 | 500 000 |  2007  |  96 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Видное | 20.01.15
1007112061-ec4f | http://is16.auto.ru/all/images/c9/7c/60x45/c97c92ea.jpg |  Volkswagen Golf III1.9d MT (75 л.с.)  | #0000FF | 75 000 |  1998  |  250 000 км  |  1.9d MT (75 л.с.)универсал, дизель, передний  | Новодугино | 20.01.15
1007111915-9c0435 | http://is5.auto.ru/all/images/c9/af/60x45/c9afaf4c.jpg |  Volkswagen Golf V2.0 MT (150 л.с.)  | #CACECB | 419 000 |  2007  |  108 000 км  |  2.0 MT (150 л.с.)хэтчбек, бензин, передний  | Уфа | 20.01.15
1007111671-ae28 | http://is18.auto.ru/all/images/0d/8a/60x45/0d8ab57b.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #9c9999 | 750 000 |  2011  |  90 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006470711-a8f042 | http://is12.auto.ru/all/images/8b/71/60x45/8b714647.jpg |  Volkswagen Golf II1.9d MT (110 л.с.)  | #FF0000 | 160 000 |  1986  |  25 000 км  |  1.9d MT (110 л.с.)хэтчбек, дизель, передний  | Малаховка | 20.01.15
1005179969-38f1 | http://is14.auto.ru/all/images/62/40/60x45/6240a70c.jpg |  Volkswagen Golf IV2.3 MT (150 л.с.)  | #CACECB | 265 000 |  1999  |  270 000 км  |  2.3 MT (150 л.с.)хэтчбек, бензин, передний  | Зеленоград | 20.01.15
1004230119-debc | http://is2.auto.ru/all/images/42/51/60x45/4251402d.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #000000 | 773 160 |  2012  |  22 579 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006316987-59ed8 | http://is2.auto.ru/all/images/84/de/60x45/84deaf4e.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #9c9999 | 720 000 |  2012  |  58 350 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007103917-d6ea9f | http://is3.auto.ru/all/images/c9/91/60x45/c9917e6f.jpg |  Volkswagen Golf VII1.2 MT (105 л.с.)  | #FFFFFF | 850 000 |  2013  |  18 000 км  |  1.2 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1005184299-2630a4 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #0000FF | 240 000 |  2001  |  220 000 км  |  1.6 MT (105 л.с.)универсал, бензин, передний  | Брянск | 20.01.15
1003072526-e1727 | http://is17.auto.ru/all/images/5c/dc/60x45/5cdc4deb.jpg |  Volkswagen Golf III1.6 MT (75 л.с.)  | #34ba2b | 150 000 |  1997  |  63 000 км  |  1.6 MT (75 л.с.)хэтчбек, бензин, передний  | Воронеж | 20.01.15
1006747777-69da | http://is18.auto.ru/all/images/3a/a4/60x45/3aa49073.jpg |  Volkswagen Golf IV1.6 AT (101 л.с.)  | #34ba2b | 245 000 |  1998  |  136 500 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007033885-fe89 | http://is7.auto.ru/all/images/1e/31/60x45/1e31b601.jpg |  Volkswagen Golf V1.4 MT (90 л.с.)  | #000000 | 320 000 |  2004  |  190 000 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006629535-8f15 | http://is18.auto.ru/all/images/05/63/60x45/0563c8ed.jpg |  Volkswagen Golf VI1.4 MT (80 л.с.)  | #0000FF | 610 000 |  2011  |  55 000 км  |  1.4 MT (80 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1005801677-a441 | http://is17.auto.ru/all/images/25/ea/60x45/25ea8ea9.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #0000FF | 840 000 |  2012  |  18 969 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006575819-f0ea1 | http://is13.auto.ru/all/images/8c/93/60x45/8c93c6e1.jpg |  Volkswagen Golf II1.6d MT (70 л.с.)  | #FFFFFF | 74 000 |  1988  |  210 000 км  |  1.6d MT (70 л.с.)хэтчбек, дизель, передний  | Санкт-Петербург | 20.01.15
1005975433-0cf0 | http://is2.auto.ru/all/images/88/25/60x45/88253b0b.jpg |  Volkswagen Golf IV1.6 AT (101 л.с.)  | #34ba2b | 170 000 |  1999  |  189 000 км  |  1.6 AT (101 л.с.)хэтчбек, бензин, передний  | Химки | 20.01.15
1007108207-4d3a8 | http://is18.auto.ru/all/images/cf/23/60x45/cf23492e.jpg |  Volkswagen Golf VII1.2 AT (105 л.с.)  | #0000FF | 925 000 |  2014  |  3 000 км  |  1.2 AT (105 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
42816388-a6cf1 | http://is13.auto.ru/all/images/9c/87/60x45/9c873ac5.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #0000FF | 380 000 |  2006  |  185 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Белгород | 20.01.15
1006978807-3dba7e | http://is12.auto.ru/all/images/9d/93/60x45/9d932e8c.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 205 000 |  2000  |  299 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1007105931-2ecc | http://is6.auto.ru/all/images/9b/a6/60x45/9ba69e17.jpg |  Volkswagen Golf VII1.4 AT (140 л.с.)  | #9c9999 | 1 420 000 |  2013  |  36 500 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Омск | 20.01.15
1007105869-4105a | http://is4.auto.ru/all/images/b1/7a/60x45/b17a26a0.jpg |  Volkswagen Golf III1.8 MT (90 л.с.)  | #000000 | 130 000 |  1992  |  258 000 км  |  1.8 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
50326226-ea1f | http://is14.auto.ru/all/images/4c/1e/60x45/4c1ed041.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #0000FF | 950 000 |  2012  |  57 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007105143-8ec2 | http://is18.auto.ru/all/images/05/1e/60x45/051e17ad.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #000000 | 395 000 |  2006  |  100 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Челябинск | 20.01.15
41636480-2377 | /i/all7/img/no-photo-thumb.gif |  Volkswagen Golf II2.8 MT (174 л.с.)  | #0000FF | 130 000 |  1988  |  73 000 км  |  2.8 MT (174 л.с.)хэтчбек, бензин, передний  | Ярославль | 20.01.15
1007104977-31623f | http://is11.auto.ru/all/images/46/e3/60x45/46e3c349.jpg |  Volkswagen Golf III1.9d MT (90 л.с.)  | #FF0000 | 150 000 |  1995  |  300 000 км  |  1.9d MT (90 л.с.)универсал, дизель, передний  | Москва | 20.01.15
1007045967-9088 | http://is8.auto.ru/all/images/cd/a6/60x45/cda65ae8.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #9c9999 | 700 000 |  2012  |  43 500 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Тверь | 20.01.15
1006862027-91f61 | http://is6.auto.ru/all/images/4e/45/60x45/4e457598.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #0000FF | 155 000 |  1998  |  155 000 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 20.01.15
1006740543-f12b | http://is9.auto.ru/all/images/1a/e3/60x45/1ae35ffe.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #CACECB | 610 000 |  2009  |  116 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007103591-fbcfd4 | http://is2.auto.ru/all/images/58/f4/60x45/58f48bcb.jpg |  Volkswagen Golf IV2.3 MT (150 л.с.)  | #34ba2b | 260 000 |  1998  |  224 000 км  |  2.3 MT (150 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1005187859-3b6e | http://is8.auto.ru/all/images/6c/c6/60x45/6cc69b9e.jpg |  Volkswagen Golf VI1.6 MT (102 л.с.)  | #0000FF | 730 000 |  2012  |  30 000 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006677669-8c06d | http://is3.auto.ru/all/images/c8/d3/60x45/c8d382f5.jpg |  Volkswagen Golf IV1.4 MT (75 л.с.)  | #000000 | 230 000 |  2001  |  131 520 км  |  1.4 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007101753-f30f14 | http://is5.auto.ru/all/images/6e/bf/60x45/6ebffeac.jpg |  Volkswagen Golf IV1.6 MT (105 л.с.)  | #CACECB | 210 000 |  1999  |  160 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1005854213-2016 | http://is15.auto.ru/all/images/1a/f3/60x45/1af3b4c4.jpg |  Volkswagen Golf II1.6 MT (72 л.с.)  | #CACECB | 58 000 |  1988  |  296 000 км  |  1.6 MT (72 л.с.)хэтчбек, бензин, передний  | Вязьма | 20.01.15
1006936251-1d226b | http://is17.auto.ru/all/images/eb/95/60x45/eb958d49.jpg |  Volkswagen Golf II1.6d MT (54 л.с.)  | #0000FF | 45 000 |  1988  |  269 000 км  |  1.6d MT (54 л.с.)хэтчбек, дизель, передний  | Можга | 20.01.15
1006572403-329852 | http://is2.auto.ru/all/images/1e/c2/60x45/1ec28f63.jpg |  Volkswagen Golf VI1.4 AT (122 л.с.)  | #0000FF | 777 000 |  2011  |  65 000 км  |  1.4 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1003620902-6ed5 | http://is17.auto.ru/all/images/ce/f4/60x45/cef4d062.jpg |  Volkswagen Golf III2.0 MT (115 л.с.)  | #FF0000 | 220 000 |  1993  |  165 482 км  |  2.0 MT (115 л.с.)хэтчбек, бензин, передний  | Кисловодск | 20.01.15
1006930523-f4e581 | http://is18.auto.ru/all/images/14/fe/60x45/14fe3775.jpg |  Volkswagen Golf VI1.6 AT (102 л.с.)  | #000000 | 598 000 |  2011  |  59 700 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Владимир | 20.01.15
1007098931-b509 | http://is3.auto.ru/all/images/d2/5c/60x45/d25c5e85.jpg |  Volkswagen Golf V1.6 AT (102 л.с.)  | #FF0000 | 420 000 |  2007  |  185 000 км  |  1.6 AT (102 л.с.)хэтчбек, бензин, передний  | Тула | 20.01.15
1006160043-7545e4 | http://is3.auto.ru/all/images/cf/b5/60x45/cfb5da5c.jpg |  Volkswagen Golf V1.6 MT (102 л.с.)  | #FFFFFF | 415 000 |  2008  |  77 500 км  |  1.6 MT (102 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1006981453-177b | http://is2.auto.ru/all/images/ea/d7/60x45/ead792d3.jpg |  Volkswagen Golf VI1.2 AT (105 л.с.)  | #FF0000 | 593 000 |  2012  |  39 000 км  |  1.2 AT (105 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
