1007054833-6d409f | http://is12.auto.ru/all/images/15/b2/60x45/15b2e341.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2002.2d AT (136 л.с.)  | #000000 | 725 000 |  2008  |  155 000 км  |  2.2d AT (136 л.с.)седан, дизель, задний  | Великие Луки | 23.01.15
1007167465-dc47 | http://is13.auto.ru/all/images/58/25/60x45/582533a6.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #000000 | 1 300 000 |  2010  |  81 000 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1005027795-5606b | http://is18.auto.ru/all/images/0e/c8/60x45/0ec8dd44.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2202.2d AT (150 л.с.)  | #000000 | 499 999 |  2004  |  150 000 км  |  2.2d AT (150 л.с.)седан, дизель, задний  | Москва | 22.01.15
1007154405-d04f6 | http://is15.auto.ru/all/images/1d/54/60x45/1d546f09.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #FFFFFF | 1 115 000 |  2009  |  65 723 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007098871-5368f | http://is13.auto.ru/all/images/2e/45/60x45/2e457f3d.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2402.4 AT (170 л.с.)  | #0000FF | 300 000 |  1997  |  420 000 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Казань | 22.01.15
1007033869-a9eb24 | http://is12.auto.ru/all/images/42/dd/60x45/42ddbc88.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2302.3 AT (150 л.с.)  | #CACECB | 225 000 |  1996  |  260 000 км  |  2.3 AT (150 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006748169-652c | http://is3.auto.ru/all/images/97/53/60x45/975392fb.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3003.0 AT (231 л.с.)  | #FFFFFF | 1 380 000 |  2009  |  75 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Тула | 22.01.15
44459382-5729 | http://is3.auto.ru/all/images/c6/9a/60x45/c69a931b.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2302.3 AT (150 л.с.)  | #CACECB | 230 000 |  1995  |  350 000 км  |  2.3 AT (150 л.с.)седан, бензин, задний  | Курск | 22.01.15
1006933069-feec43 | http://is3.auto.ru/all/images/ce/df/60x45/cedf9bec.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 4304.3 AT (279 л.с.) 4WD  | #CACECB | 355 000 |  2000  |  234 000 км  |  4.3 AT (279 л.с.) 4WDседан, бензин, полный  | Москва | 22.01.15
1007232911-01336c | http://is4.auto.ru/all/images/2a/58/60x45/2a587ff0.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3503.5 AT (272 л.с.) 4WD  | #000000 | 650 000 |  2005  |  227 695 км  |  3.5 AT (272 л.с.) 4WDседан, бензин, полный  | Москва | 22.01.15
1003560174-a178f | http://is15.auto.ru/all/images/13/03/60x45/13039cbe.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2402.4 MT (170 л.с.)  | #CACECB | 256 000 |  1998  |  250 000 км  |  2.4 MT (170 л.с.)седан, бензин, задний  | Москва | 22.01.15
1004836171-4865c | http://is2.auto.ru/all/images/ba/61/60x45/ba61efb3.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2402.6 AT (177 л.с.)  | #CACECB | 385 500 |  2000  |  287 000 км  |  2.6 AT (177 л.с.)седан, бензин, задний  | Наро-Фоминск | 22.01.15
1007158967-93fa | http://is10.auto.ru/all/images/29/5a/60x45/295a3c42.jpg |  Mercedes-Benz E-klasse I (W124) 2202.2 AT (150 л.с.)  | #0000FF | 185 000 |  1994  |  250 000 км  |  2.2 AT (150 л.с.)седан, бензин, задний  | Малаховка | 22.01.15
1007170485-a9d3bc | http://is11.auto.ru/all/images/ce/65/60x45/ce65139a.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2001.8 AT (163 л.с.) NGT  | #CACECB | 732 480 |  2006  |  148 000 км  |  1.8 AT (163 л.с.) NGTседан, бензин / газ, задний  | Курск | 22.01.15
1007231655-f640 | http://is17.auto.ru/all/images/99/1f/60x45/991f341b.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2202.2d AT (143 л.с.)  | #CACECB | 399 999 |  2002  |  110 000 км  |  2.2d AT (143 л.с.)седан, дизель, задний  | Москва | 22.01.15
1007231413-14a673 | http://is16.auto.ru/all/images/e0/d3/60x45/e0d3e429.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2402.4 AT (170 л.с.)  | #fde910 | 265 555 |  1998  |  135 200 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Москва | 22.01.15
1005569523-2cda | http://is9.auto.ru/all/images/fb/ca/60x45/fbcacefd.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) Рестайлинг 2002.0 AT (184 л.с.)  | #9c9999 | 2 100 000 |  2014  |  3 800 км  |  2.0 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007190823-5ed17a | http://is2.auto.ru/all/images/95/ec/60x45/95ece33b.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2001.8 AT (184 л.с.)  | #000000 | 949 000 |  2008  |  92 000 км  |  1.8 AT (184 л.с.)универсал, бензин, задний  | Мурманск | 22.01.15
1007183789-3713ce | http://is10.auto.ru/all/images/7f/71/60x45/7f710869.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2002.0 AT (136 л.с.)  | #CACECB | 180 000 |  1998  |  392 000 км  |  2.0 AT (136 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007231291-5bd573 | http://is14.auto.ru/all/images/05/94/60x45/05942c06.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3503.5 AT (272 л.с.) 4WD  | #000000 | 1 350 000 |  2010  |  134 000 км  |  3.5 AT (272 л.с.) 4WDседан, бензин, полный  | Краснодар | 22.01.15
1007042747-2ee3bb | http://is6.auto.ru/all/images/5b/90/60x45/5b905ba5.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2402.4 AT (170 л.с.)  | #CACECB | 275 555 |  1999  |  300 000 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Челябинск | 22.01.15
1007231157-6cdd66 | http://is9.auto.ru/all/images/49/d9/60x45/49d9149a.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2402.4 AT (170 л.с.)  | #34ba2b | 288 888 |  2001  |  115 248 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Москва | 22.01.15
1006519875-985df4 | http://is6.auto.ru/all/images/35/5e/60x45/355e80d7.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) Рестайлинг 2002.0 AT (184 л.с.)  | #000000 | 2 100 000 |  2013  |  57 000 км  |  2.0 AT (184 л.с.)седан, бензин, задний  | Ставрополь | 22.01.15
1007230663-62b07 | http://is17.auto.ru/all/images/e4/8f/60x45/e48ffa08.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2002.2d AT (136 л.с.)  | #000000 | 1 350 000 |  2011  |  80 000 км  |  2.2d AT (136 л.с.)седан, дизель, задний  | Москва | 22.01.15
1007230577-e8a283 | http://is7.auto.ru/all/images/32/79/60x45/3279e4d3.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2402.6 AT (177 л.с.)  | #000000 | 725 000 |  2006  |  95 000 км  |  2.6 AT (177 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007230557-5425 | http://is18.auto.ru/all/images/3c/a2/60x45/3ca287aa.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #000000 | 1 250 000 |  2011  |  77 870 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007228583-a2d2 | http://is5.auto.ru/all/images/e2/56/60x45/e25625ec.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2803.0 AT (231 л.с.)  | #000000 | 799 000 |  2007  |  73 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007225995-1727 | http://is14.auto.ru/all/images/a7/d8/60x45/a7d83242.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2803.0 AT (231 л.с.) 4WD  | #000000 | 877 000 |  2008  |  56 000 км  |  3.0 AT (231 л.с.) 4WDседан, бензин, полный  | Москва | 22.01.15
1007229617-5c0c | http://is6.auto.ru/all/images/d2/03/60x45/d2035c92.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #FFFFFF | 1 690 000 |  2012  |  84 700 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007229051-5555e | http://is12.auto.ru/all/images/e7/c1/60x45/e7c1c9cf.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2302.3 AT (150 л.с.)  | #CACECB | 329 900 |  1996  |  250 000 км  |  2.3 AT (150 л.с.)универсал, бензин, задний  | Санкт-Петербург | 22.01.15
1007228849-8b0c | http://is3.auto.ru/all/images/e4/0f/60x45/e40ffb67.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3203.2 AT (224 л.с.) 4WD  | #0000FF | 630 000 |  2003  |  220 000 км  |  3.2 AT (224 л.с.) 4WDседан, бензин, полный  | Санкт-Петербург | 22.01.15
1007228041-c1789 | http://is11.auto.ru/all/images/01/25/60x45/0125ce20.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3203.2 AT (224 л.с.)  | #000000 | 420 000 |  2002  |  157 000 км  |  3.2 AT (224 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007227779-69642a | http://is18.auto.ru/all/images/4b/28/60x45/4b281fb3.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3503.5 AT (272 л.с.)  | #000000 | 1 220 000 |  2009  |  129 000 км  |  3.5 AT (272 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
44044946-7f7ec8 | http://is13.auto.ru/all/images/3e/8f/60x45/3e8f50e1.jpg |  Mercedes-Benz E-klasse I (W124) 4204.2 AT (279 л.с.)  | #000000 | 440 000 |  1994  |  184 600 км  |  4.2 AT (279 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007227975-e65007 | http://is16.auto.ru/all/images/93/bb/60x45/93bba108.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2001.8 AT (163 л.с.)  | #CACECB | 495 000 |  2003  |  119 254 км  |  1.8 AT (163 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007223241-bb6c72 | http://is4.auto.ru/all/images/dc/f6/60x45/dcf63d3f.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #000000 | 1 288 888 |  2011  |  57 500 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007220975-fe3d3 | http://is8.auto.ru/all/images/52/89/60x45/5289b554.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2202.2d AT (143 л.с.)  | #9c9999 | 355 555 |  2000  |  150 000 км  |  2.2d AT (143 л.с.)седан, дизель, задний  | Москва | 22.01.15
1004837385-9caff | http://is4.auto.ru/all/images/a6/33/60x45/a633a394.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2302.3 AT (150 л.с.)  | #9c9999 | 180 000 |  1996  |  360 000 км  |  2.3 AT (150 л.с.)седан, бензин, задний  | Волгоград | 22.01.15
1007225035-453bdf | http://is15.auto.ru/all/images/3d/20/60x45/3d20bb00.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3503.5 AT (272 л.с.) 4WD  | #926547 | 1 499 999 |  2011  |  101 000 км  |  3.5 AT (272 л.с.) 4WDседан, бензин, полный  | Москва | 22.01.15
1007224947-8732 | http://is17.auto.ru/all/images/82/b0/60x45/82b0bbe7.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3003.0 AT (231 л.с.)  | #000000 | 1 399 999 |  2011  |  79 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007221895-f283 | http://is4.auto.ru/all/images/e7/63/60x45/e76346d2.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2302.5 AT (204 л.с.)  | #9c9999 | 980 000 |  2008  |  125 000 км  |  2.5 AT (204 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007224261-142b2 | http://is6.auto.ru/all/images/09/11/60x45/09115385.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2302.5 AT (204 л.с.)  | #CACECB | 939 000 |  2007  |  98 485 км  |  2.5 AT (204 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007223647-4eca | http://is11.auto.ru/all/images/d2/9e/60x45/d29e8108.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2002.2d AT (122 л.с.)  | #ffefd5 | 730 000 |  2005  |  198 000 км  |  2.2d AT (122 л.с.)седан, дизель, задний  | Санкт-Петербург | 22.01.15
1007223667-b311de | http://is12.auto.ru/all/images/5a/f4/60x45/5af4fa16.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2202.2d AT (150 л.с.)  | #CACECB | 529 000 |  2002  |  220 000 км  |  2.2d AT (150 л.с.)седан, дизель, задний  | Санкт-Петербург | 22.01.15
1007222909-2d5b8 | http://is10.auto.ru/all/images/3c/bd/60x45/3cbdbc11.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2402.6 AT (177 л.с.)  | #000000 | 480 000 |  2003  |  209 000 км  |  2.6 AT (177 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007222537-0bd32 | http://is3.auto.ru/all/images/94/93/60x45/949384d7.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3203.2 AT (224 л.с.) 4WD  | #CACECB | 558 000 |  2004  |  129 898 км  |  3.2 AT (224 л.с.) 4WDседан, бензин, полный  | Москва | 22.01.15
1007221915-32cf | http://is6.auto.ru/all/images/f4/14/60x45/f4144b05.jpg |  Mercedes-Benz E-klasse I (W124) 2202.2 MT (150 л.с.)  | #CACECB | 289 900 |  1995  |  156 000 км  |  2.2 MT (150 л.с.)универсал, бензин, задний  | Санкт-Петербург | 22.01.15
1007222045-8a89e | http://is17.auto.ru/all/images/83/b5/60x45/83b5b7ef.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3203.2 AT (224 л.с.)  | #0000FF | 469 900 |  2002  |  160 000 км  |  3.2 AT (224 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007222409-89dc5 | http://is4.auto.ru/all/images/d5/61/60x45/d5613c87.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3003.0 AT (231 л.с.)  | #000000 | 1 770 000 |  2011  |  81 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007222071-c76f | http://is17.auto.ru/all/images/0d/b1/60x45/0db1d9f0.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2402.4 AT (170 л.с.)  | #CACECB | 344 444 |  2000  |  138 000 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007222099-9919 | http://is18.auto.ru/all/images/24/45/60x45/2445ea63.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2001.8 AT (163 л.с.)  | #CACECB | 399 999 |  2002  |  141 000 км  |  1.8 AT (163 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007221999-1e73 | http://is6.auto.ru/all/images/a2/6c/60x45/a26c3ded.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2803.0 AT (231 л.с.)  | #9c9999 | 697 900 |  2006  |  108 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007221215-6cdc | http://is15.auto.ru/all/images/86/1a/60x45/861a5539.jpg |  Mercedes-Benz E-klasse II (W210, S210) 2402.4 AT (170 л.с.)  | #000000 | 233 300 |  1999  |  129 666 км  |  2.4 AT (170 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007215507-0046c | http://is8.auto.ru/all/images/b6/02/60x45/b602b28a.jpg |  Mercedes-Benz E-klasse III (W211, S211) 3203.2d AT (204 л.с.)  | #0000FF | 557 000 |  2004  |  130 000 км  |  3.2d AT (204 л.с.)седан, дизель, задний  | Москва | 22.01.15
1007215383-390cf0 | http://is17.auto.ru/all/images/b9/98/60x45/b99825a4.jpg |  Mercedes-Benz E-klasse III (W211, S211) Рестайлинг 2002.2d AT (170 л.с.)  | #CACECB | 1 095 000 |  2008  |  125 000 км  |  2.2d AT (170 л.с.)седан, дизель, задний  | Москва | 22.01.15
1007215297-27665e | http://is9.auto.ru/all/images/07/73/60x45/0773b97b.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2402.6 AT (177 л.с.)  | #000000 | 655 000 |  2003  |  155 000 км  |  2.6 AT (177 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007215571-77850 | http://is2.auto.ru/all/images/a9/40/60x45/a940517c.jpg |  Mercedes-Benz E-klasse I (W124) 3203.2 MT (220 л.с.)  | #FFFFFF | 160 000 |  1994  |  347 000 км  |  3.2 MT (220 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1007215021-f6fd7 | http://is13.auto.ru/all/images/39/5f/60x45/395f9c14.jpg |  Mercedes-Benz E-klasse III (W211, S211) 2001.8 AT (163 л.с.)  | #0088ff | 649 000 |  2005  |  108 100 км  |  1.8 AT (163 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007215427-d3712 | http://is14.auto.ru/all/images/1c/14/60x45/1c1497d6.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #000000 | 1 399 000 |  2012  |  46 145 км  |  1.8 AT (184 л.с.)седан, бензин, задний  | Москва | 22.01.15
1007214459-0ec9b | http://is9.auto.ru/all/images/53/b2/60x45/53b22819.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #9c9999 | 1 800 000 |  2012  |  6 000 км  |  1.8 AT (184 л.с.)купе, бензин, задний  | Москва | 22.01.15
1007214997-aebc | http://is9.auto.ru/all/images/20/95/60x45/20953ff3.jpg |  Mercedes-Benz E-klasse II (W210, S210) 3203.2 AT (220 л.с.)  | #34ba2b | 279 888 |  1996  |  180 000 км  |  3.2 AT (220 л.с.)седан, бензин, задний  | Санкт-Петербург | 22.01.15
1006839829-ade1 | http://is16.auto.ru/all/images/00/91/60x45/0091817c.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3503.5 AT (272 л.с.) 4WD  | #9c9999 | 2 000 000 |  2011  |  91 000 км  |  3.5 AT (272 л.с.) 4WDуниверсал, бензин, полный  | Москва | 22.01.15
1007193631-39a41 | http://is7.auto.ru/all/images/16/07/60x45/160793e1.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 2001.8 AT (184 л.с.)  | #000000 | 1 790 000 |  2012  |  65 000 км  |  1.8 AT (184 л.с.)купе, бензин, задний  | Санкт-Петербург | 22.01.15
41070964-5e3ab1 | http://is11.auto.ru/all/images/d7/29/60x45/d7296c40.jpg |  Mercedes-Benz E-klasse II (W210, S210) Рестайлинг 2402.4 AT (170 л.с.)  | #CACECB | 500 000 |  2000  |  300 000 км  |  2.4 AT (170 л.с.)универсал, бензин, задний  | Москва | 22.01.15
1006159779-6d1fc | http://is13.auto.ru/all/images/07/d1/60x45/07d1340a.jpg |  Mercedes-Benz E-klasse I (W124) 3203.2 MT (220 л.с.)  | #000000 | 299 999 |  1993  |  355 000 км  |  3.2 MT (220 л.с.)купе, бензин, задний  | Санкт-Петербург | 22.01.15
1007190815-c3c9a8 | http://is6.auto.ru/all/images/7e/71/60x45/7e71db7c.jpg |  Mercedes-Benz E-klasse I (W124) 2802.8 MT (193 л.с.) Long  | #0000FF | 320 000 |  1993  |  376 320 км  |  2.8 MT (193 л.с.) Longседан, бензин, задний  | Раменское | 22.01.15
1006936837-e047 | http://is17.auto.ru/all/images/47/fb/60x45/47fb0d37.jpg |  Mercedes-Benz E-klasse IV (W212, S212, C207) 3003.0 AT (231 л.с.)  | #000000 | 1 500 000 |  2010  |  62 000 км  |  3.0 AT (231 л.с.)седан, бензин, задний  | Сочи | 22.01.15
