1006870167-2d0d4 | http://is13.auto.ru/all/images/26/90/60x45/26908ec0.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 345 000 |  2012  |  25 600 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1005311963-27d7 | http://is10.auto.ru/all/images/9a/d7/60x45/9ad7c254.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 258 000 |  2010  |  36 100 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 20.01.15
1006927415-bd6b01 | http://is16.auto.ru/all/images/93/b4/60x45/93b45348.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 60 000 |  1997  |  163 500 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | п.Тучково | 20.01.15
1006683379-f4639b | http://is14.auto.ru/all/images/7e/10/60x45/7e101919.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 99 000 |  1998  |  85 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 20.01.15
1007100703-1239bd | http://is9.auto.ru/all/images/d7/94/60x45/d7949e13.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 250 000 |  2010  |  120 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007099359-392102 | http://is15.auto.ru/all/images/fd/c1/60x45/fdc1d00a.jpg |  ВАЗ 2121 (4x4)1.7 MT (80 л.с.) 4WD  | #0000FF | 55 000 |  1990  |  25 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 20.01.15
1007099103-f2e9d2 | http://is18.auto.ru/all/images/0d/6b/60x45/0d6b362a.jpg |  ВАЗ 2121 (4x4)2.7 MT 4WD  | #9c9999 | 550 000 |  2012  |  65 000 км  |  2.7 MT 4WDвнедорожник, бензин, полный  | Новосибирск | 20.01.15
1006751761-e575df | http://is14.auto.ru/all/images/7b/e6/60x45/7be669a4.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 105 000 |  1998  |  120 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Раменское | 20.01.15
1007098295-82af | http://is15.auto.ru/all/images/5e/c6/60x45/5ec6ad17.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CC0033 | 270 000 |  2010  |  42 786 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006937341-5bc73 | http://is18.auto.ru/all/images/8e/00/60x45/8e00bdbf.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 150 000 |  2006  |  98 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1004773509-01a5 | http://is5.auto.ru/all/images/24/7c/60x45/247c6e0e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 185 000 |  2005  |  104 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Липецк | 20.01.15
34287710-041da | http://is15.auto.ru/all/images/cc/89/60x45/cc8949e8.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 330 000 |  2012  |  21 500 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 20.01.15
1007051109-dfc0 | http://is6.auto.ru/all/images/94/f2/60x45/94f2199c.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 110 000 |  1997  |  85 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006163175-a658a9 | http://is9.auto.ru/all/images/e1/7c/60x45/e17c505e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CC0033 | 200 000 |  2008  |  77 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006163117-e8f6 | http://is6.auto.ru/all/images/86/1b/60x45/861b216b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 180 000 |  2007  |  87 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007097595-dac12 | http://is11.auto.ru/all/images/7d/db/60x45/7ddb93fb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 305 000 |  2012  |  12 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Кострома | 20.01.15
1004236003-a7c140 | http://is12.auto.ru/all/images/a3/39/60x45/a3395c5b.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 450 000 |  2014  |  4 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1005187367-97a58 | http://is12.auto.ru/all/images/55/3d/60x45/553df608.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 113 000 |  1996  |  136 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Щелково | 20.01.15
1004612743-b509 | http://is13.auto.ru/all/images/67/26/60x45/6726e326.jpg |  ВАЗ 2121 (4x4)1.8 MT 4WD  | #34ba2b | 200 000 |  2003  |  45 000 км  |  1.8 MT 4WDвнедорожник, бензин, полный  | Рязань | 20.01.15
1007094767-f2ff2 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 65 000 |  1991  |  80 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Иркутск | 20.01.15
1005813001-d85e | http://is17.auto.ru/all/images/6c/8f/60x45/6c8fc91a.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 180 000 |  2005  |  110 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Тула | 20.01.15
1007084457-fabc6 | http://is14.auto.ru/all/images/db/49/60x45/db49ab7e.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 60 000 |  1997  |  200 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 20.01.15
1007084281-a082 | http://is9.auto.ru/all/images/8a/f8/60x45/8af862ab.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #CC0033 | 110 000 |  2001  |  110 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 20.01.15
1006680273-7c0b64 | http://is8.auto.ru/all/images/9f/db/60x45/9fdb4caf.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 185 000 |  2006  |  75 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Малоярославец | 20.01.15
47993676-c13611 | http://is14.auto.ru/all/images/b0/a2/60x45/b0a2e6ee.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 95 000 |  2000  |  183 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 20.01.15
1004013968-d3ac3 | http://is18.auto.ru/all/images/65/53/60x45/65534020.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 100 000 |  1995  |  146 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Сыктывкар | 19.01.15
1007052129-d7b2f | http://is3.auto.ru/all/images/85/ed/60x45/85edd8e7.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FF0000 | 55 000 |  1985  |  40 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Ступино | 19.01.15
1007053845-68c9e | http://is18.auto.ru/all/images/da/cd/60x45/dacd8628.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 145 000 |  2000  |  107 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 19.01.15
1006928881-577f8 | http://is6.auto.ru/all/images/fe/2a/60x45/fe2a617f.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #0000FF | 90 000 |  1986  |  26 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 19.01.15
1007053873-45c3d4 | http://is18.auto.ru/all/images/ef/dc/60x45/efdcea9e.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 180 000 |  2006  |  100 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Железногорск | 19.01.15
1007053017-cf29a | http://is9.auto.ru/all/images/dd/40/60x45/dd402667.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #34ba2b | 135 000 |  2001  |  75 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
1007053155-8e07 | http://is6.auto.ru/all/images/cf/db/60x45/cfdb9fdb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FFFFFF | 500 000 |  2006  |  30 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
48059062-60fa4c | http://is18.auto.ru/all/images/bd/0f/60x45/bd0f268b.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 150 000 |  1994  |  1 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
1006935855-c733e | http://is17.auto.ru/all/images/5c/97/60x45/5c975b01.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 280 000 |  2011  |  67 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Шатура | 19.01.15
1006879973-c5b373 | http://is15.auto.ru/all/images/b6/ef/60x45/b6ef22a8.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 300 000 |  1999  |  6 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Моршанск | 19.01.15
1007051571-d16d80 | http://is3.auto.ru/all/images/b1/cf/60x45/b1cfada5.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 75 000 |  1999  |  30 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Юрьев-Польский | 19.01.15
1007051205-f691 | http://is8.auto.ru/all/images/14/cf/60x45/14cf8d9d.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #ffefd5 | 200 000 |  1997  |  76 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Ульяновск | 19.01.15
1007050463-399cba | http://is9.auto.ru/all/images/e9/d1/60x45/e9d1c3a0.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 105 000 |  2001  |  97 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ярославль | 19.01.15
1007050853-17e72 | http://is18.auto.ru/all/images/e0/83/60x45/e083fa58.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FF0000 | 125 000 |  1999  |  150 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Ковров | 19.01.15
1006797807-a407d | http://is12.auto.ru/all/images/fa/5e/60x45/fa5eb64b.jpg |  ВАЗ 2121 (4x4)1.7 MT 4WD  | #926547 | 260 000 |  2011  |  46 000 км  |  1.7 MT 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
42924720-ac6d46 | http://is16.auto.ru/all/images/f6/c0/60x45/f6c0cd42.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 260 000 |  2010  |  32 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 19.01.15
44137444-5ef998 | http://is11.auto.ru/all/images/ed/c9/60x45/edc90692.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #0000FF | 150 000 |  1987  |  50 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
1006878997-f4b14d | http://is6.auto.ru/all/images/39/55/60x45/39556efb.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #926547 | 80 000 |  1996  |  56 500 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Щелково | 19.01.15
1007049893-2e09 | http://is16.auto.ru/all/images/3a/0c/60x45/3a0c7611.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 110 000 |  1997  |  99 999 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Воронеж | 19.01.15
1007048857-8cfce | http://is11.auto.ru/all/images/2b/6a/60x45/2b6a59b2.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 112 000 |  2000  |  154 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Людиново | 19.01.15
1006934407-9843dc | http://is8.auto.ru/all/images/59/4a/60x45/594a4cfd.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 350 000 |  2013  |  21 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Ижевск | 19.01.15
1006990631-d2fbc8 | http://is8.auto.ru/all/images/f0/9b/60x45/f09b10f4.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (80 л.с.) 4WD  | #FF0000 | 75 000 |  1999  |  20 000 км  |  1.7 MT (80 л.с.) 4WDвнедорожник, бензин, полный  | Бежецк | 19.01.15
48612862-ed6c | http://is6.auto.ru/all/images/94/79/60x45/947948fc.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #34ba2b | 150 000 |  1987  |  4 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Белгород | 19.01.15
1006801243-fe1b | http://is7.auto.ru/all/images/c4/eb/60x45/c4ebc3ee.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 75 000 |  1999  |  224 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 19.01.15
1007048613-e9e25 | http://is13.auto.ru/all/images/2b/4b/60x45/2b4bd143.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 85 000 |  1990  |  67 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Малоархангельск | 19.01.15
1007048367-c66e9f | http://is6.auto.ru/all/images/88/d4/60x45/88d4bdeb.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 165 000 |  2005  |  66 340 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Калуга | 19.01.15
1007047009-94b5 | http://is18.auto.ru/all/images/ba/59/60x45/ba59e3e3.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 130 000 |  1994  |  1 111 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Красноярск | 19.01.15
1007046981-d157 | http://is13.auto.ru/all/images/0c/4a/60x45/0c4a29f2.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 110 000 |  1999  |  92 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Пено | 19.01.15
1007046567-cd7c2 | http://is7.auto.ru/all/images/50/30/60x45/503001ec.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 275 000 |  2010  |  52 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Гусь-Хрустальный | 19.01.15
1007045267-cd0fea | http://is8.auto.ru/all/images/33/8a/60x45/338ac50b.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #0000FF | 110 000 |  2000  |  62 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Балашиха | 19.01.15
1006937461-dc41b | http://is9.auto.ru/all/images/5a/6f/60x45/5a6ff128.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 200 000 Правый руль |  1995  |  80 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
1007045823-c56b61 | http://is4.auto.ru/all/images/17/c5/60x45/17c5e4c2.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #FF0000 | 330 000 |  2010  |  62 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Энгельс | 19.01.15
1007034693-087a9a | http://is15.auto.ru/all/images/89/ba/60x45/89ba8cb1.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #ffefd5 | 140 000 |  1982  |  100 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Белореченск | 19.01.15
1007043371-c71488 | http://is8.auto.ru/all/images/72/3d/60x45/723dfab5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #0000FF | 145 000 |  2002  |  80 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 19.01.15
1006630209-b299a | http://is18.auto.ru/all/images/56/89/60x45/5689d86f.jpg |  ВАЗ 2121 (4x4) 212171.6 MT (73 л.с.) 4WD  | #FFFFFF | 120 000 |  1998  |  100 000 км  |  1.6 MT (73 л.с.) 4WDвнедорожник, бензин, полный  | Можайск | 19.01.15
1007042817-9aa86 | http://is18.auto.ru/all/images/d1/dc/60x45/d1dce125.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #ffefd5 | 130 000 |  1988  |  79 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Тамбов | 19.01.15
50190682-44e51b | http://is17.auto.ru/all/images/85/10/60x45/85108306.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 119 000 |  2000  |  45 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Великие Луки | 19.01.15
1003897756-d087f | http://is4.auto.ru/all/images/e2/e2/60x45/e2e25118.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 150 000 |  2007  |  110 000 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Сланцы | 19.01.15
1006852765-e26306 | http://is6.auto.ru/all/images/77/09/60x45/7709ea7a.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #34ba2b | 40 000 |  1982  |  70 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
48474932-c34e | http://is2.auto.ru/all/images/4d/90/60x45/4d908ad8.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 364 500 |  2014  |  1 122 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
48474924-ed2ebc | http://is4.auto.ru/all/images/ae/d6/60x45/aed67f12.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CACECB | 535 000 |  2014  |  1 145 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
42266882-952a | http://is2.auto.ru/all/images/2d/54/60x45/2d540386.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #CACECB | 535 700 |  2014  |  1 225 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
42266872-7895 | http://is17.auto.ru/all/images/91/d8/60x45/91d89325.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #926547 | 536 000 |  2014  |  1 207 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
42266862-bcfab | http://is8.auto.ru/all/images/1a/00/60x45/1a0014f5.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #ffefd5 | 536 100 |  2014  |  1 137 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
42266856-82b64 | http://is12.auto.ru/all/images/62/c0/60x45/62c0edf3.jpg |  ВАЗ 2121 (4x4) 212141.7 MT (83 л.с.) 4WD  | #34ba2b | 536 500 |  2014  |  1 219 км  |  1.7 MT (83 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 19.01.15
1007041401-9dbc | http://is12.auto.ru/all/images/40/ed/60x45/40ed3a97.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #FFFFFF | 74 000 |  1999  |  110 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
48329344-acb5ef | http://is13.auto.ru/all/images/8d/4c/60x45/8d4c0391.jpg |  ВАЗ 2121 (4x4) 21211.6 MT (75 л.с.) 4WD  | #FFFFFF | 90 000 |  1987  |  70 000 км  |  1.6 MT (75 л.с.) 4WDвнедорожник, бензин, полный  | Воротынск | 19.01.15
1005117163-0d2073 | http://is3.auto.ru/all/images/0c/de/60x45/0cde5231.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #34ba2b | 100 000 |  1999  |  12 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 19.01.15
1007036891-befe | http://is18.auto.ru/all/images/3e/0b/60x45/3e0b8367.jpg |  ВАЗ 2121 (4x4) 212131.7 MT (79 л.с.) 4WD  | #9966CC | 85 000 |  1999  |  55 000 км  |  1.7 MT (79 л.с.) 4WDвнедорожник, бензин, полный  | Карачев | 19.01.15
