1006867571-6b7a | http://is11.auto.ru/all/images/af/da/60x45/afdabf7a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 350 000 |  2005  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 23.01.15
1007184419-895b9b | http://is9.auto.ru/all/images/f4/fb/60x45/f4fb0abb.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #9c9999 | 510 000 |  2010  |  135 700 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1006574391-165ceb | http://is11.auto.ru/all/images/10/01/60x45/10017bed.jpg |  Skoda Octavia II1.4 MT (80 л.с.)  | #fde910 | 429 000 |  2008  |  87 000 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Рязань | 22.01.15
1007241075-ceb4a | http://is3.auto.ru/all/images/5d/e4/60x45/5de44d02.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FFFFFF | 685 000 |  2013  |  29 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007233225-e5b1 | http://is15.auto.ru/all/images/d7/2b/60x45/d72b4094.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #FF0000 | 299 000 |  2007  |  103 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007240703-9e169 | http://is2.auto.ru/all/images/78/c2/60x45/78c218c0.jpg |  Skoda Octavia II1.6 MT (115 л.с.)  | #9c9999 | 430 000 |  2008  |  111 000 км  |  1.6 MT (115 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007239223-06cf | http://is11.auto.ru/all/images/a8/29/60x45/a8290b43.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0000FF | 285 000 |  2003  |  165 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Смоленск | 22.01.15
1006578575-f635 | http://is8.auto.ru/all/images/d3/9f/60x45/d39ff130.jpg |  Skoda Octavia III1.2 MT (105 л.с.)  | #FFFFFF | 610 000 |  2013  |  45 000 км  |  1.2 MT (105 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1006875113-84df | http://is6.auto.ru/all/images/e4/80/60x45/e4809a40.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #000000 | 1 150 000 |  2013  |  9 830 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006872877-0d14a2 | http://is9.auto.ru/all/images/95/2b/60x45/952be64a.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 570 000 |  2010  |  132 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Нижний Новгород | 22.01.15
1007239821-ddc15 | http://is16.auto.ru/all/images/cb/65/60x45/cb651d2b.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 619 000 |  2010  |  79 000 км  |  1.6 MT (102 л.с.)универсал, бензин, передний  | Санкт-Петербург | 22.01.15
1007236171-ae561 | http://is10.auto.ru/all/images/b6/ba/60x45/b6baf2b0.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #CACECB | 599 000 |  2010  |  78 215 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007239627-6014fe | http://is17.auto.ru/all/images/37/bc/60x45/37bc9058.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #0088ff | 285 000 |  2003  |  165 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Смоленск | 22.01.15
1006924023-89415 | http://is6.auto.ru/all/images/61/61/60x45/6161c734.jpg |  Skoda Octavia II Рестайлинг1.4 MT (80 л.с.)  | #0000FF | 525 000 |  2011  |  49 500 км  |  1.4 MT (80 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007233039-a2b9 | http://is2.auto.ru/all/images/15/8c/60x45/158c3a0c.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #000000 | 590 000 |  2010  |  120 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007036415-b145 | http://is5.auto.ru/all/images/18/cb/60x45/18cb2916.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 640 000 |  2011  |  110 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006875175-3f9dd | http://is17.auto.ru/all/images/7c/68/60x45/7c6800d2.jpg |  Skoda Octavia III1.4 MT (140 л.с.)  | #000000 | 1 100 000 |  2013  |  11 986 км  |  1.4 MT (140 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007172009-8ad9 | http://is10.auto.ru/all/images/41/67/60x45/41674331.jpg |  Skoda Octavia III1.4 MT (140 л.с.)  | #000000 | 1 100 000 |  2013  |  15 319 км  |  1.4 MT (140 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007239131-6c800 | http://is5.auto.ru/all/images/16/c0/60x45/16c0713f.jpg |  Skoda Octavia I Рестайлинг1.6 AT (102 л.с.)  | #0088ff | 410 000 |  2006  |  205 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006990949-81a58e | http://is18.auto.ru/all/images/82/c3/60x45/82c30c84.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 400 000 |  2008  |  75 100 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007238951-a1905f | http://is6.auto.ru/all/images/f2/b9/60x45/f2b9e468.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0000FF | 275 000 |  2006  |  87 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006306645-cc8f | http://is1.auto.ru/all/images/e3/0a/60x45/e30ab9d2.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 955 000 |  2012  |  44 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007238677-16b2 | http://is9.auto.ru/all/images/fe/67/60x45/fe675a73.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #000000 | 669 900 |  2011  |  120 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007238183-f28c | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 620 000 |  2009  |  120 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007098467-d9acf | http://is14.auto.ru/all/images/23/43/60x45/234345af.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #9c9999 | 705 000 |  2011  |  56 000 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007049927-6561 | http://is7.auto.ru/all/images/0b/b2/60x45/0bb21fca.jpg |  Skoda Octavia II Рестайлинг1.4 AT (122 л.с.)  | #000000 | 740 000 |  2012  |  90 702 км  |  1.4 AT (122 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007237779-ab9e | http://is8.auto.ru/all/images/67/55/60x45/6755e274.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #CACECB | 931 000 |  2013  |  75 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007237769-2267 | http://is16.auto.ru/all/images/74/7d/60x45/747d5526.jpg |  Skoda Octavia II1.6 AT (102 л.с.)  | #ffefd5 | 385 000 |  2005  |  150 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Нижний Новгород | 22.01.15
1007237671-1d037e | http://is11.auto.ru/all/images/bc/f5/60x45/bcf5481b.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #9c9999 | 820 000 |  2012  |  8 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007237125-4a43f | http://is3.auto.ru/all/images/47/ff/60x45/47ffedd5.jpg |  Skoda Octavia II Рестайлинг1.8 MT (152 л.с.)  | #0000FF | 650 000 |  2011  |  50 000 км  |  1.8 MT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
45522092-b5a3 | http://is1.auto.ru/all/images/67/4c/60x45/674c2fcb.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 460 000 |  2008  |  122 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Белгород | 22.01.15
48398296-5504 | http://is14.auto.ru/all/images/06/7f/60x45/067ffb64.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 460 000 |  2008  |  120 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Шебекино | 22.01.15
1007237511-ce0da | http://is7.auto.ru/all/images/e8/e8/60x45/e8e81558.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #FFFFFF | 910 000 |  2014  |  28 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007236645-d2b895 | http://is9.auto.ru/all/images/15/a3/60x45/15a3acaf.jpg |  Skoda Octavia I Рестайлинг1.8 MT (150 л.с.)  | #CACECB | 260 000 |  2001  |  250 000 км  |  1.8 MT (150 л.с.)лифтбек, бензин, передний  | Краснодар | 22.01.15
1007237479-76cbb6 | http://is8.auto.ru/all/images/e3/32/60x45/e33243eb.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #000000 | 380 000 |  2008  |  120 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Рыбинск | 22.01.15
1007045793-1fbafd | http://is15.auto.ru/all/images/db/1b/60x45/db1b1082.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 370 000 |  2008  |  110 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1004338469-dc17c | http://is6.auto.ru/all/images/74/75/60x45/74757c83.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 399 000 |  2010  |  125 850 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Воронеж | 22.01.15
1007222459-40588 | http://is2.auto.ru/all/images/14/35/60x45/14358277.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 637 700 |  2010  |  87 390 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006879161-9aef | http://is18.auto.ru/all/images/c5/27/60x45/c5270ed4.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #9c9999 | 710 000 |  2011  |  56 000 км  |  1.8 AT (152 л.с.)универсал, бензин, передний  | Самара | 22.01.15
1007113519-85ac7 | http://is9.auto.ru/all/images/b3/32/60x45/b332f3ce.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #000000 | 450 000 |  2011  |  87 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007237077-09ca | http://is3.auto.ru/all/images/85/82/60x45/8582c4ca.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 480 000 |  2010  |  82 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007108295-b52de8 | http://is6.auto.ru/all/images/eb/2f/60x45/eb2f8e02.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #FF0000 | 349 980 |  2008  |  94 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1007236923-a7af0 | http://is1.auto.ru/all/images/06/92/60x45/06928241.jpg |  Skoda Octavia II Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 333 333 |  2008  |  89 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Пенза | 22.01.15
1007236793-7be9 | http://is17.auto.ru/all/images/eb/8c/60x45/eb8ca23a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 255 000 |  2001  |  10 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007236765-5f0c92 | /i/all7/img/no-photo-thumb.gif |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #000000 | 615 000 |  2012  |  40 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Вологда | 22.01.15
1007110619-c32c5 | http://is18.auto.ru/all/images/ef/bf/60x45/efbfb335.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 425 000 |  2012  |  58 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007038581-1334 | http://is18.auto.ru/all/images/09/06/60x45/09060c6e.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #CACECB | 300 000 |  2008  |  190 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Курск | 22.01.15
1005382983-cfce56 | http://is3.auto.ru/all/images/93/76/60x45/93763754.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0000FF | 408 500 |  2010  |  109 692 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Воронеж | 22.01.15
1006623243-8be40 | http://is3.auto.ru/all/images/58/7c/60x45/587c8f2f.jpg |  Skoda Octavia III1.2 AT (105 л.с.)  | #926547 | 800 000 |  2013  |  27 000 км  |  1.2 AT (105 л.с.)лифтбек, бензин, передний  | Воронеж | 22.01.15
1007164153-624c | http://is13.auto.ru/all/images/a9/df/60x45/a9df4af1.jpg |  Skoda Octavia I1.8 MT (125 л.с.)  | #FF0000 | 200 000 |  1998  |  300 000 км  |  1.8 MT (125 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007100001-0a655d | http://is8.auto.ru/all/images/1a/68/60x45/1a68f6ae.jpg |  Skoda Octavia II Рестайлинг Scout1.8 MT (152 л.с.) 4WD  | #ffefd5 | 900 000 |  2010  |  88 000 км  |  1.8 MT (152 л.с.) 4WDуниверсал, бензин, полный  | Москва | 22.01.15
1007235141-80bc | http://is7.auto.ru/all/images/f6/4f/60x45/f64f98ab.jpg |  Skoda Octavia II Рестайлинг1.4 MT (122 л.с.)  | #000000 | 585 000 |  2010  |  96 000 км  |  1.4 MT (122 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007048411-9a2ce | http://is17.auto.ru/all/images/8b/27/60x45/8b2726df.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #ffefd5 | 730 000 |  2013  |  15 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Орехово-Зуево | 22.01.15
1004837373-9446 | http://is12.auto.ru/all/images/56/41/60x45/5641781e.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #CACECB | 325 000 |  2008  |  86 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Ярославль | 22.01.15
1006203091-140e | http://is6.auto.ru/all/images/92/4f/60x45/924f7564.jpg |  Skoda Octavia II Рестайлинг1.8 AT (152 л.с.)  | #0088ff | 595 000 |  2009  |  50 000 км  |  1.8 AT (152 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007224781-0d74 | http://is16.auto.ru/all/images/17/a8/60x45/17a87436.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 370 000 |  2008  |  81 900 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007236009-84e9 | http://is14.auto.ru/all/images/1f/55/60x45/1f55f69c.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 355 000 |  2009  |  87 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006808085-344876 | http://is6.auto.ru/all/images/c3/09/60x45/c309494b.jpg |  Skoda Octavia II Рестайлинг1.6 MT (102 л.с.)  | #9c9999 | 520 000 |  2010  |  105 500 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007235855-f96bc | http://is10.auto.ru/all/images/55/79/60x45/5579c56a.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #000000 | 380 000 |  2007  |  90 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007235657-63da | http://is7.auto.ru/all/images/67/8a/60x45/678a7216.jpg |  Skoda Octavia I Рестайлинг1.6 MT (101 л.с.)  | #000000 | 365 000 |  2007  |  120 000 км  |  1.6 MT (101 л.с.)лифтбек, бензин, передний  | Пенза | 22.01.15
1006621925-ebd5 | http://is13.auto.ru/all/images/97/14/60x45/9714372b.jpg |  Skoda Octavia II1.6 MT (102 л.с.)  | #9c9999 | 445 000 |  2006  |  201 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006796901-9d0558 | http://is18.auto.ru/all/images/ea/66/60x45/ea666d4c.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #0088ff | 297 000 |  2006  |  153 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1006796483-1272 | http://is16.auto.ru/all/images/88/e0/60x45/88e0fa3b.jpg |  Skoda Octavia I Рестайлинг1.4 MT (75 л.с.)  | #9c9999 | 369 000 |  2007  |  79 000 км  |  1.4 MT (75 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
1007235585-252db | http://is2.auto.ru/all/images/b1/a5/60x45/b1a552aa.jpg |  Skoda Octavia I Рестайлинг1.6 MT (102 л.с.)  | #34ba2b | 219 666 |  2002  |  156 000 км  |  1.6 MT (102 л.с.)лифтбек, бензин, передний  | Санкт-Петербург | 22.01.15
1005807825-fcf92a | http://is2.auto.ru/all/images/4c/92/60x45/4c926630.jpg |  Skoda Octavia III1.4 AT (140 л.с.)  | #CACECB | 999 000 |  2013  |  18 000 км  |  1.4 AT (140 л.с.)лифтбек, бензин, передний  | Орел | 22.01.15
1006800835-0cff | http://is10.auto.ru/all/images/f5/18/60x45/f518bc12.jpg |  Skoda Octavia II Рестайлинг1.6 AT (102 л.с.)  | #CACECB | 560 000 |  2010  |  81 000 км  |  1.6 AT (102 л.с.)лифтбек, бензин, передний  | Москва | 22.01.15
