1007256331-ecc78 | http://is15.auto.ru/all/images/51/b6/60x45/51b636f9.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2006  |  93 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 23.01.15
1006745811-fca6be | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 450 000 |  2007  |  60 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Пермь | 21.01.15
1007183057-71a34 | http://is9.auto.ru/all/images/3b/b0/60x45/3bb03974.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF9966 | 630 000 |  2008  |  85 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1007182245-ef56 | http://is2.auto.ru/all/images/83/a7/60x45/83a7e389.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 520 000 |  2011  |  120 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1006262217-1ae75 | http://is5.auto.ru/all/images/0a/3d/60x45/0a3da6b2.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 480 000 |  2009  |  76 458 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007180283-c79a2c | http://is5.auto.ru/all/images/cc/81/60x45/cc811682.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #000000 | 430 000 |  2008  |  130 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Уфа | 21.01.15
1007180015-0ee2 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 520 000 |  2010  |  105 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Калининград | 21.01.15
1007117163-ed3e95 | http://is17.auto.ru/all/images/dc/4a/60x45/dc4a8734.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 457 000 |  2007  |  72 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007175571-6bff | http://is17.auto.ru/all/images/4b/0d/60x45/4b0d99d8.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0088ff | 714 000 |  2010  |  42 622 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007180345-3813f8 | http://is15.auto.ru/all/images/5c/41/60x45/5c417f54.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 540 000 |  2008  |  67 500 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007119407-4a579e | http://is2.auto.ru/all/images/ea/0f/60x45/ea0ff484.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 400 000 |  2007  |  176 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1001720471-655f8 | http://is15.auto.ru/all/images/aa/15/60x45/aa15d818.jpg |  Honda Civic VI1.7 AT (130 л.с.) 4WD  | #FFFFFF | 315 000 Правый руль |  2000  |  160 000 км  |  1.7 AT (130 л.с.) 4WDхэтчбек, бензин, полный  | Москва | 21.01.15
1007176031-6841 | http://is15.auto.ru/all/images/85/89/60x45/8589f366.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #ffefd5 | 529 700 |  2009  |  90 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007176015-29b2e | http://is10.auto.ru/all/images/d3/0a/60x45/d30af004.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 700 000 |  2010  |  53 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007175627-d317f | http://is7.auto.ru/all/images/25/14/60x45/2514d962.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #9c9999 | 460 000 |  2008  |  92 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007103525-3e53f1 | http://is8.auto.ru/all/images/2f/8f/60x45/2f8f59ce.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 520 000 |  2008  |  85 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1007174159-7835f | http://is18.auto.ru/all/images/25/45/60x45/2545ff03.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #000000 | 840 000 |  2012  |  20 000 км  |  1.8 AT (142 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007118513-c167c | http://is3.auto.ru/all/images/3b/2c/60x45/3b2cc627.jpg |  Honda Civic VI1.4 MT (90 л.с.)  | #9c9999 | 190 000 |  2000  |  187 000 км  |  1.4 MT (90 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007160005-2e2cc | http://is6.auto.ru/all/images/14/c6/60x45/14c627ff.jpg |  Honda Civic VI2.0 MT (180 л.с.)  | #000000 | 210 000 |  1995  |  300 000 км  |  2.0 MT (180 л.с.)хэтчбек, бензин, передний  | Ярославль | 21.01.15
1007164057-c665a | http://is3.auto.ru/all/images/d6/a8/60x45/d6a8ed1b.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 757 724 |  2010  |  34 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007045773-c5e873 | http://is2.auto.ru/all/images/0e/ab/60x45/0eabc4a6.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 715 000 |  2011  |  74 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1006519967-efe5 | http://is5.auto.ru/all/images/79/51/60x45/7951bacc.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 559 000 |  2010  |  70 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007109973-fc8dac | http://is18.auto.ru/all/images/a7/94/60x45/a794e5d2.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FFFFFF | 410 000 |  2006  |  125 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007164713-79c5 | http://is10.auto.ru/all/images/6f/62/60x45/6f62b87f.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #0000FF | 140 000 |  1992  |  90 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Краснодар | 21.01.15
1006675103-2876b | http://is8.auto.ru/all/images/9a/bb/60x45/9abb7271.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 530 000 |  2006  |  109 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
48129318-71da | http://is17.auto.ru/all/images/e8/4a/60x45/e84a5cf1.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 465 000 |  2008  |  75 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Смоленск | 21.01.15
1007164271-2b6182 | http://is13.auto.ru/all/images/2c/40/60x45/2c407042.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #0000FF | 440 000 |  2007  |  120 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Бахчисарай | 21.01.15
1004976145-bd0a | http://is2.auto.ru/all/images/9d/e1/60x45/9de1492d.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #9c9999 | 430 000 |  2006  |  118 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Донецк | 21.01.15
1005589029-a832 | http://is17.auto.ru/all/images/4b/6f/60x45/4b6fab85.jpg |  Honda Civic VII Рестайлинг1.7 AT (125 л.с.)  | #0000FF | 300 000 |  2005  |  144 000 км  |  1.7 AT (125 л.с.)купе, бензин, передний  | Москва | 21.01.15
1006920015-65e4b8 | http://is11.auto.ru/all/images/bf/8a/60x45/bf8aceff.jpg |  Honda Civic IV1.3 MT (75 л.с.)  | #9c9999 | 50 000 |  1988  |  275 000 км  |  1.3 MT (75 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007159387-14730 | http://is8.auto.ru/all/images/5c/c9/60x45/5cc95c75.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #0000FF | 515 000 |  2008  |  90 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Екатеринбург | 21.01.15
1007159119-af68 | http://is17.auto.ru/all/images/b4/e4/60x45/b4e44cb2.jpg |  Honda Civic VII1.7 AT (125 л.с.)  | #FFFFFF | 205 000 |  2001  |  140 000 км  |  1.7 AT (125 л.с.)седан, бензин, передний  | Родники | 21.01.15
1006205577-7bdacd | http://is18.auto.ru/all/images/e8/78/60x45/e878abb6.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 415 000 |  2007  |  130 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Коломна | 21.01.15
1000139933-83e14 | http://is7.auto.ru/all/images/e0/04/60x45/e00451d3.jpg |  Honda Civic VIII1.3hyb CVT (115 л.с.)  | #9c9999 | 365 000 |  2008  |  120 000 км  |  1.3hyb CVT (115 л.с.)седан, гибрид, передний  | Москва | 21.01.15
1007157015-d2fde | http://is16.auto.ru/all/images/c9/0b/60x45/c90b4525.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #9c9999 | 499 000 |  2008  |  53 249 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 21.01.15
1004967331-3c42 | http://is13.auto.ru/all/images/ac/b8/60x45/acb808d8.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #CACECB | 495 000 |  2008  |  85 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Омск | 21.01.15
1007155997-6f8c | http://is6.auto.ru/all/images/e1/13/60x45/e113144e.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #926547 | 435 000 |  2007  |  57 948 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007153753-318b | http://is2.auto.ru/all/images/e0/c4/60x45/e0c49a74.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 544 000 |  2008  |  87 420 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1007155553-62339 | http://is17.auto.ru/all/images/f4/44/60x45/f4441beb.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #ffefd5 | 449 000 |  2008  |  148 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007153785-1ee41 | http://is3.auto.ru/all/images/c7/0d/60x45/c70de923.jpg |  Honda Civic VI1.6 AT (125 л.с.)  | #ffefd5 | 299 999 |  2002  |  122 056 км  |  1.6 AT (125 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007152601-d7eda | http://is8.auto.ru/all/images/26/32/60x45/26326d91.jpg |  Honda Civic VIII Рестайлинг Hybrid1.3hyb CVT (95 л.с.)  | #FFFFFF | 533 333 |  2009  |  60 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Москва | 21.01.15
1007151025-198f9 | http://is16.auto.ru/all/images/84/f1/60x45/84f1182d.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #000000 | 465 000 |  2009  |  86 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1007150533-cf2f0 | http://is14.auto.ru/all/images/fc/bd/60x45/fcbd3853.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #CACECB | 529 000 |  2007  |  110 347 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007150413-f23c | http://is17.auto.ru/all/images/06/2c/60x45/062c21e4.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #FF0000 | 569 000 |  2008  |  77 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007149957-7db1 | http://is4.auto.ru/all/images/0d/17/60x45/0d17c593.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #ffefd5 | 488 888 |  2009  |  89 614 км  |  1.8 AT (140 л.с.)купе, бензин, передний  | Москва | 21.01.15
1007149963-724b75 | http://is4.auto.ru/all/images/0e/e4/60x45/0ee43cf6.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 629 000 |  2008  |  169 884 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1006673315-29e29c | http://is11.auto.ru/all/images/f9/99/60x45/f9992a68.jpg |  Honda Civic VII Рестайлинг1.6 AT (110 л.с.)  | #CACECB | 345 000 |  2004  |  108 200 км  |  1.6 AT (110 л.с.)седан, бензин, передний  | Москва | 21.01.15
1006633559-eed0f2 | http://is13.auto.ru/all/images/ee/99/60x45/ee99c7b2.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 570 000 |  2009  |  73 647 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1006465531-9d7d7 | http://is16.auto.ru/all/images/aa/4d/60x45/aa4d8bee.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 465 000 |  2008  |  87 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Владимир | 21.01.15
1006873309-466c | http://is15.auto.ru/all/images/26/da/60x45/26da8060.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #000000 | 450 000 |  2008  |  113 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 21.01.15
1007118449-73ebcd | http://is5.auto.ru/all/images/7f/e6/60x45/7fe6d054.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #0000FF | 425 000 |  2007  |  134 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
41976502-0dd0 | http://is4.auto.ru/all/images/40/66/60x45/4066819a.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #FFFFFF | 399 000 |  2007  |  171 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Краснодар | 21.01.15
1007119009-c0bac7 | http://is17.auto.ru/all/images/fa/fc/60x45/fafc0d67.jpg |  Honda Civic VI1.5 MT (130 л.с.)  | #FF0000 | 215 000 |  1996  |  232 000 км  |  1.5 MT (130 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006518091-f080 | http://is13.auto.ru/all/images/d4/a8/60x45/d4a8b78f.jpg |  Honda Civic VI1.5 MT (115 л.с.)  | #0000FF | 135 000 |  1996  |  125 000 км  |  1.5 MT (115 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007118285-d32577 | http://is6.auto.ru/all/images/42/13/60x45/42139e4c.jpg |  Honda Civic VIII1.8 MT (140 л.с.)  | #0000FF | 475 000 |  2008  |  96 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Волгоград | 20.01.15
1006213181-3de57f | http://is6.auto.ru/all/images/96/da/60x45/96dac400.jpg |  Honda Civic V1.5 AT (90 л.с.)  | #fde910 | 125 000 Правый руль |  1994  |  240 000 км  |  1.5 AT (90 л.с.)хэтчбек, бензин, передний  | Пушкино | 20.01.15
1006861881-51160b | http://is2.auto.ru/all/images/c5/d1/60x45/c5d18092.jpg |  Honda Civic VII1.4 AT (90 л.с.)  | #000000 | 249 999 |  2001  |  192 235 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Зеленоград | 20.01.15
1007055027-e5c13a | http://is6.auto.ru/all/images/f5/31/60x45/f5318aad.jpg |  Honda Civic IX1.8 AT (142 л.с.)  | #000000 | 740 000 |  2012  |  107 000 км  |  1.8 AT (142 л.с.)седан, бензин, передний  | Ростов-на-Дону | 20.01.15
1005318825-0a7599 | http://is3.auto.ru/all/images/55/2c/60x45/552c2c13.jpg |  Honda Civic V1.5 MT (90 л.с.)  | #FF0000 | 100 000 |  1993  |  214 000 км  |  1.5 MT (90 л.с.)седан, бензин, передний  | Жуковский | 20.01.15
1006154901-a80b59 | http://is2.auto.ru/all/images/1e/ac/60x45/1eac0db8.jpg |  Honda Civic VIII Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 485 000 |  2008  |  51 000 км  |  1.8 MT (140 л.с.)седан, бензин, передний  | Москва | 20.01.15
1007117021-12330 | http://is10.auto.ru/all/images/5e/e8/60x45/5ee81718.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.) AMT  | #9c9999 | 530 000 |  2008  |  80 000 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Москва | 20.01.15
1007117127-4f91fc | /i/all7/img/no-photo-thumb.gif |  Honda Civic VI1.6 MT (105 л.с.)  | #000000 | 170 000 |  2000  |  177 500 км  |  1.6 MT (105 л.с.)седан, бензин, передний  | Нарьян-Мар | 20.01.15
1007117051-4f3e3 | http://is6.auto.ru/all/images/6d/90/60x45/6d90591a.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 670 000 |  2010  |  67 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 20.01.15
1007116587-875d | http://is16.auto.ru/all/images/d7/8b/60x45/d78b3db0.jpg |  Honda Civic VIII Hybrid1.3hyb CVT (95 л.с.)  | #CACECB | 530 000 |  2008  |  140 000 км  |  1.3hyb CVT (95 л.с.)седан, гибрид, передний  | Воскресенск | 20.01.15
1007116607-0e8047 | http://is13.auto.ru/all/images/cc/8f/60x45/cc8f2289.jpg |  Honda Civic VIII1.8 AT (140 л.с.) AMT  | #FF0000 | 430 000 |  2008  |  100 500 км  |  1.8 AT (140 л.с.) AMTхэтчбек, бензин, передний  | Егорьевск | 20.01.15
1006632935-30320 | http://is18.auto.ru/all/images/81/50/60x45/81508a06.jpg |  Honda Civic VIII Рестайлинг1.8 AT (140 л.с.)  | #000000 | 460 000 |  2009  |  146 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Псков | 20.01.15
1007099249-9ff5 | http://is2.auto.ru/all/images/3f/c7/60x45/3fc782d0.jpg |  Honda Civic VI2.0 MT (160 л.с.)  | #34ba2b | 288 000 |  1999  |  170 000 км  |  2.0 MT (160 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007116387-2d64c7 | /i/all7/img/no-photo-thumb.gif |  Honda Civic VIII1.8 AT (140 л.с.)  | #000000 | 380 000 |  2006  |  157 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Сургут | 20.01.15
1006366467-31657c | http://is3.auto.ru/all/images/1e/b5/60x45/1eb59792.jpg |  Honda Civic VIII1.8 AT (140 л.с.)  | #FF0000 | 550 000 |  2008  |  74 498 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 20.01.15
1006629907-cafb | http://is4.auto.ru/all/images/e0/08/60x45/e008332f.jpg |  Honda Civic V1.6 MT (125 л.с.)  | #CACECB | 85 000 Правый руль |  1993  |  300 000 км  |  1.6 MT (125 л.с.)седан, бензин, передний  | Москва | 20.01.15
