1004747151-6724 | http://is7.auto.ru/all/images/42/c9/60x45/42c97d56.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 80 000 |  2008  |  83 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Павловский Посад | 23.01.15
1006749139-ca742e | http://is17.auto.ru/all/images/db/d2/60x45/dbd22c78.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 79 000 |  2005  |  75 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Орел | 19.01.15
49455194-27aa | http://is6.auto.ru/all/images/f0/21/60x45/f021f2f3.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 38 000 |  2002  |  130 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 19.01.15
29984294-344ed1 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0088ff | 30 000 |  2003  |  100 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 19.01.15
1006992767-b2d20 | http://is13.auto.ru/all/images/b4/1b/60x45/b41be5a6.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 100 000 |  2009  |  45 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Жуков | 19.01.15
1007031803-e8ed | http://is1.auto.ru/all/images/52/b2/60x45/52b210e6.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 50 000 |  1999  |  67 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Острогожск | 19.01.15
1007020661-56edbb | http://is6.auto.ru/all/images/94/5a/60x45/945a0513.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 85 000 |  2005  |  78 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Ногинск | 19.01.15
1007015509-12f3f9 | http://is11.auto.ru/all/images/24/be/60x45/24be70d7.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 60 000 |  2004  |  105 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Киров | 19.01.15
1005108021-ca21d | http://is12.auto.ru/all/images/8b/c7/60x45/8bc7195b.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 80 000 |  2006  |  130 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 19.01.15
1006677621-09ff | http://is12.auto.ru/all/images/02/04/60x45/02041147.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 85 000 |  2007  |  75 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Таруса | 19.01.15
1006995083-39b9 | http://is5.auto.ru/all/images/f9/fc/60x45/f9fc0576.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 70 000 |  2005  |  109 999 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 19.01.15
1006937351-9a262b | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 30 000 |  1996  |  89 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Киров | 19.01.15
1004300183-8f7f | http://is16.auto.ru/all/images/67/4a/60x45/674ad4b1.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 90 000 |  2008  |  120 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ярославль | 19.01.15
1006161495-423c0 | http://is6.auto.ru/all/images/56/a6/60x45/56a6e739.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CACECB | 170 000 |  2010  |  18 600 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Смоленск | 19.01.15
1006935225-0e06bd | http://is7.auto.ru/all/images/fc/a7/60x45/fca73300.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 85 000 |  2006  |  40 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Лиски | 19.01.15
1006270753-8c86 | http://is5.auto.ru/all/images/b7/cd/60x45/b7cdfbde.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 70 000 |  2004  |  65 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Орел | 18.01.15
1006993301-391ad | http://is2.auto.ru/all/images/57/f0/60x45/57f0def5.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 37 000 |  2001  |  120 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Орел | 18.01.15
1006993459-3d91 | http://is11.auto.ru/all/images/0d/4b/60x45/0d4becbd.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 40 000 |  2002  |  130 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Сергиев Посад | 18.01.15
1006993309-223e | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 30 000 |  1996  |  25 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Белгород | 18.01.15
1006992987-5e0bf0 | http://is14.auto.ru/all/images/9f/9e/60x45/9f9e8949.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 55 000 |  2005  |  158 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Белгород | 18.01.15
1005587521-b415 | http://is11.auto.ru/all/images/50/39/60x45/5039f313.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 50 000 |  1997  |  95 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006466115-d2c8 | http://is16.auto.ru/all/images/17/0f/60x45/170f22a5.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FF0000 | 38 000 |  2002  |  105 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ижевск | 18.01.15
44454246-d7e29 | http://is11.auto.ru/all/images/c3/52/60x45/c352621a.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 95 000 |  2006  |  61 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Иваново | 18.01.15
1005322129-08e2 | http://is1.auto.ru/all/images/00/8e/60x45/008e9790.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 40 000 |  2000  |  72 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1004634523-b01667 | http://is17.auto.ru/all/images/05/fb/60x45/05fb6422.jpg |  ВАЗ 2107 210721.3 MT (64 л.с.)  | #0088ff | 45 000 |  1990  |  45 000 км  |  1.3 MT (64 л.с.)седан, бензин, задний  | Бологое | 18.01.15
1006991751-9608c9 | http://is9.auto.ru/all/images/63/fd/60x45/63fd43e5.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 75 000 |  2004  |  190 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Великий Новгород | 18.01.15
1006991697-1727 | http://is17.auto.ru/all/images/ef/2a/60x45/ef2a77f0.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 105 000 |  2008  |  96 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Тула | 18.01.15
1006990663-be53a | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #9966CC | 80 000 |  2001  |  110 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006990521-b560 | http://is9.auto.ru/all/images/b5/4f/60x45/b54ff6df.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 70 000 |  1999  |  7 500 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Старый Оскол | 18.01.15
1006420963-5432ba | http://is2.auto.ru/all/images/d4/cd/60x45/d4cd0911.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 42 000 |  1989  |  94 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Мценск | 18.01.15
1005250715-c8bca6 | http://is14.auto.ru/all/images/5e/70/60x45/5e70867f.jpg |  ВАЗ 2107 210721.3 MT (64 л.с.)  | #ffefd5 | 65 000 |  1989  |  127 000 км  |  1.3 MT (64 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006989205-fdd576 | http://is6.auto.ru/all/images/ed/8f/60x45/ed8f8d1f.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 75 000 |  2007  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006988067-d6bf91 | http://is13.auto.ru/all/images/2a/cc/60x45/2acc9e9e.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 49 988 |  2006  |  64 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Рязань | 18.01.15
1006988781-a8e6b | http://is15.auto.ru/all/images/98/6b/60x45/986b4f11.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 85 000 |  2007  |  76 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Можайск | 18.01.15
1006988759-66036 | http://is6.auto.ru/all/images/61/6b/60x45/616b7660.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 120 000 |  2007  |  64 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Терек | 18.01.15
1006988133-e6d886 | http://is2.auto.ru/all/images/f6/71/60x45/f6716213.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 61 000 |  2003  |  104 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Кинешма | 18.01.15
1006927373-6396f5 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 60 000 |  2007  |  70 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006987329-aab717 | http://is9.auto.ru/all/images/cf/ec/60x45/cfec915b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 60 000 |  2006  |  90 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Коломна | 18.01.15
1006986621-835f | http://is3.auto.ru/all/images/15/3f/60x45/153f75aa.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 45 000 |  1997  |  72 800 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Дятьково | 18.01.15
1006986747-f4e220 | http://is6.auto.ru/all/images/00/3f/60x45/003f1789.jpg |  ВАЗ 21071.6 MT (74 л.с.)  | #34ba2b | 80 000 |  2007  |  77 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Иваново | 18.01.15
1006986431-962c | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #34ba2b | 50 000 |  2003  |  60 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Ярославль | 18.01.15
1006985511-c8e08b | http://is18.auto.ru/all/images/43/cf/60x45/43cfbd0b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #9966CC | 65 000 |  2004  |  100 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Славянск-на-Кубани | 18.01.15
1006985485-52cb6c | http://is2.auto.ru/all/images/26/b7/60x45/26b7b149.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FFFFFF | 110 000 |  2007  |  74 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Апшеронск | 18.01.15
1006871355-f9484e | http://is17.auto.ru/all/images/41/6c/60x45/416c90b8.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 30 000 |  2004  |  105 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Петушки | 18.01.15
1006983061-ed71 | http://is17.auto.ru/all/images/7f/73/60x45/7f73a366.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 50 000 |  2005  |  177 700 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Беднодемьяновск | 18.01.15
1006936033-a67a | http://is6.auto.ru/all/images/d6/c5/60x45/d6c54b3c.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 47 000 |  1996  |  66 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Орел | 18.01.15
1006983785-fd052e | http://is2.auto.ru/all/images/a0/56/60x45/a056c8ac.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 60 000 |  1997  |  110 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Усть-Лабинск | 18.01.15
1006983901-f2d6 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #9966CC | 29 999 |  2002  |  34 211 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006513185-3b2901 | http://is15.auto.ru/all/images/d7/e8/60x45/d7e860df.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #0000FF | 125 000 |  2006  |  77 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Симферополь | 18.01.15
1006877009-983f | http://is16.auto.ru/all/images/49/d3/60x45/49d3d1c6.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #0000FF | 35 000 |  2004  |  10 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006983725-dfd20 | http://is12.auto.ru/all/images/10/0e/60x45/100ee889.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #ffefd5 | 45 000 |  1996  |  73 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Воронеж | 18.01.15
1001729379-7dd6 | http://is12.auto.ru/all/images/4b/24/60x45/4b24a133.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #ffefd5 | 65 000 |  2007  |  110 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Ростов | 18.01.15
1006983295-b94662 | http://is14.auto.ru/all/images/89/40/60x45/89405bc9.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 55 000 |  2003  |  67 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006943195-64887 | http://is2.auto.ru/all/images/bb/68/60x45/bb6830a2.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #CC0033 | 60 000 |  2005  |  40 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Серпухов | 18.01.15
1006982827-ac0e98 | http://is2.auto.ru/all/images/df/45/60x45/df452d85.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #9966CC | 70 000 |  2007  |  86 700 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006865007-fdff | http://is8.auto.ru/all/images/4c/fd/60x45/4cfde022.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 100 000 |  2006  |  17 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006982999-a6123 | http://is18.auto.ru/all/images/db/49/60x45/db49400f.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 39 000 |  1998  |  89 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 18.01.15
1006932721-4419e1 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #FFFFFF | 110 000 |  2009  |  22 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Казань | 18.01.15
47412012-970bd | http://is15.auto.ru/all/images/f5/32/60x45/f5326aa8.jpg |  ВАЗ 21071.6 MT (74 л.с.)  | #000000 | 115 000 |  2010  |  98 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Батайск | 18.01.15
1006981785-09f58 | http://is8.auto.ru/all/images/4a/de/60x45/4adeb095.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #34ba2b | 120 000 |  2008  |  19 635 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Лиски | 18.01.15
1006980785-6f8935 | http://is2.auto.ru/all/images/64/c1/60x45/64c18d1f.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #926547 | 55 000 |  2007  |  52 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006981325-0511 | http://is13.auto.ru/all/images/af/48/60x45/af48a339.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 45 000 |  1994  |  20 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Копейск | 18.01.15
1006980985-04ebb0 | http://is7.auto.ru/all/images/46/65/60x45/46659f20.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 88 000 |  2006  |  75 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Нижний Новгород | 18.01.15
1006979667-fc05fa | http://is9.auto.ru/all/images/ac/c7/60x45/acc75051.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FF0000 | 40 000 |  2003  |  93 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Павлово | 18.01.15
1004500915-29ad | http://is6.auto.ru/all/images/ad/49/60x45/ad492588.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #9966CC | 100 000 |  2004  |  34 444 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006260053-7024 | http://is6.auto.ru/all/images/de/09/60x45/de0956e9.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #0000FF | 65 000 |  2005  |  76 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 18.01.15
1005646435-d191 | http://is18.auto.ru/all/images/3f/82/60x45/3f823a80.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 59 000 |  2008  |  120 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Дубна | 18.01.15
1006977089-e65022 | http://is5.auto.ru/all/images/e9/b5/60x45/e9b5251b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #34ba2b | 60 000 |  2004  |  25 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Невинномысск | 18.01.15
1006960559-8383 | http://is3.auto.ru/all/images/fe/ef/60x45/feef33cd.jpg |  ВАЗ 2107 21074-201.6 MT (74 л.с.)  | #0000FF | 52 000 |  2007  |  90 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Санкт-Петербург | 18.01.15
1006880301-d235a2 | http://is6.auto.ru/all/images/6d/22/60x45/6d22a91d.jpg |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #34ba2b | 35 000 |  2004  |  104 000 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Санкт-Петербург | 18.01.15
1006937141-ef822a | http://is3.auto.ru/all/images/f6/cb/60x45/f6cb9d2a.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FF0000 | 65 000 |  2006  |  199 999 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Воронеж | 18.01.15
1006398613-04ac | http://is6.auto.ru/all/images/68/08/60x45/68083b28.jpg |  ВАЗ 2107 21074-301.6 MT (74 л.с.)  | #FF0000 | 145 000 |  2011  |  69 000 км  |  1.6 MT (74 л.с.)седан, бензин, задний  | Сочи | 18.01.15
1006815263-587ff | http://is5.auto.ru/all/images/7f/01/60x45/7f012617.jpg |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #34ba2b | 65 000 |  2004  |  25 000 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006937097-ca42f | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 210741.6 MT (75 л.с.)  | #FFFFFF | 90 000 |  2006  |  39 км  |  1.6 MT (75 л.с.)седан, бензин, задний  | Москва | 18.01.15
1006936929-5f1f54 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 2107-201.5 MT (68 л.с.)  | #FF9966 | 27 999 |  2005  |  111 111 км  |  1.5 MT (68 л.с.)седан, бензин, задний  | Покров | 17.01.15
1006935589-b5c187 | http://is14.auto.ru/all/images/82/8a/60x45/828a2a97.jpg |  ВАЗ 2107 210721.3 MT (64 л.с.)  | #ffefd5 | 20 000 |  1987  |  87 км  |  1.3 MT (64 л.с.)седан, бензин, задний  | Воронеж | 17.01.15
1006413973-3ea166 | http://is4.auto.ru/all/images/17/09/60x45/1709673a.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #0000FF | 56 999 |  2006  |  77 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Уфа | 17.01.15
1006935097-59d7 | /i/all7/img/no-photo-thumb.gif |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #FFFFFF | 30 000 |  1998  |  27 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Новокуйбышевск | 17.01.15
1005815371-54a1 | http://is6.auto.ru/all/images/ed/0e/60x45/ed0e054b.jpg |  ВАЗ 2107 21071.5 MT (72 л.с.)  | #ffefd5 | 49 000 |  1996  |  69 000 км  |  1.5 MT (72 л.с.)седан, бензин, задний  | Москва | 17.01.15
