1007233097-89f664 | http://is18.auto.ru/all/images/84/3c/60x45/843c2520.jpg |  ВАЗ Kalina II1.6 MT (98 л.с.)  | #9c9999 | 355 000 |  2014  |  6 385 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Пенза | 23.01.15
1002704021-64b1 | http://is17.auto.ru/all/images/95/19/60x45/95194dee.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #FFFFFF | 308 500 |  2014  | Новый |  1.6 MT (87 л.с.)универсал, бензин, передний  | Москва | 22.01.15
1002736599-5f01f | http://is6.auto.ru/all/images/55/69/60x45/55694313.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #ffefd5 | 425 000 |  2014  | Новый |  1.6 AT (98 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1002704027-9537f | http://is1.auto.ru/all/images/fb/0e/60x45/fb0e5e0d.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #34ba2b | 459 500 |  2014  | Новый |  1.6 AT (98 л.с.)универсал, бензин, передний  | Москва | 22.01.15
1007179537-6acb | http://is9.auto.ru/all/images/46/6c/60x45/466c20b6.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #000000 | 453 000 |  2012  |  61 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007190475-8885 | http://is3.auto.ru/all/images/b7/61/60x45/b761d522.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 197 000 |  2008  |  72 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Рязань | 22.01.15
1007184091-37e0cc | http://is6.auto.ru/all/images/c4/a9/60x45/c4a9f108.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #34ba2b | 180 000 |  2008  |  38 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Клин | 22.01.15
1006806909-e045 | http://is16.auto.ru/all/images/09/ba/60x45/09baecbe.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0088ff | 139 000 |  2008  |  86 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Нижний Ломов | 22.01.15
1006869511-abd2f6 | http://is5.auto.ru/all/images/fd/82/60x45/fd8222e4.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 155 000 |  2008  |  80 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Нижний Ломов | 22.01.15
1007185367-173489 | http://is8.auto.ru/all/images/64/58/60x45/64583c45.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FFFFFF | 160 000 |  2009  |  85 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007188765-6c3b48 | http://is5.auto.ru/all/images/28/3d/60x45/283d0024.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 208 000 |  2011  |  59 900 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Елец | 21.01.15
1007189237-eed0b | http://is1.auto.ru/all/images/5f/1f/60x45/5f1f4332.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 260 000 |  2012  |  19 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Киров | 21.01.15
1006682297-0323 | http://is9.auto.ru/all/images/15/05/60x45/150573b1.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CC0033 | 145 000 |  2008  |  79 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1005189041-6f048 | http://is13.auto.ru/all/images/e0/a7/60x45/e0a7334e.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #926547 | 210 000 |  2009  |  60 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Смоленск | 21.01.15
1007189147-3b1f2 | http://is3.auto.ru/all/images/0d/cc/60x45/0dccf410.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 190 000 |  2011  |  85 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Балтаси | 21.01.15
1007188795-890ff | http://is13.auto.ru/all/images/15/b0/60x45/15b079d0.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 230 000 |  2011  |  50 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Тольятти | 21.01.15
1007188537-9eba | http://is11.auto.ru/all/images/a9/7e/60x45/a97e6084.jpg |  ВАЗ Kalina I Sport1.4 MT (89 л.с.)  | #9c9999 | 195 000 |  2008  |  82 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Малоярославец | 21.01.15
1007187593-19b1 | http://is13.auto.ru/all/images/31/73/60x45/31735184.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 215 000 |  2010  |  65 325 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Луховицы | 21.01.15
1006566155-deb8f6 | http://is17.auto.ru/all/images/0d/72/60x45/0d723bb4.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #34ba2b | 188 000 |  2009  |  42 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Муром | 21.01.15
1007188395-8b0001 | http://is18.auto.ru/all/images/13/4f/60x45/134f08fb.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9966CC | 175 000 |  2009  |  67 731 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Нижний Новгород | 21.01.15
1006984373-f5179 | http://is9.auto.ru/all/images/ce/78/60x45/ce783a0b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 235 000 |  2009  |  68 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1001949549-22a1e | http://is12.auto.ru/all/images/de/8d/60x45/de8d5712.jpg |  ВАЗ Kalina I1.6 MT (90 л.с.)  | #0000FF | 145 000 |  2007  |  110 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007187517-3db310 | http://is11.auto.ru/all/images/92/56/60x45/9256af99.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 248 000 |  2012  |  38 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007114351-34d49 | http://is15.auto.ru/all/images/62/17/60x45/6217a79d.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #FFFFFF | 230 000 |  2011  |  72 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Владимир | 21.01.15
1007187323-1756 | http://is16.auto.ru/all/images/19/dc/60x45/19dc199c.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #34ba2b | 285 000 |  2012  |  29 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007187319-d91f4 | http://is9.auto.ru/all/images/13/b5/60x45/13b5b938.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 250 000 |  2012  |  38 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Липецк | 21.01.15
1006461841-929c2 | http://is11.auto.ru/all/images/a3/40/60x45/a340ae0f.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 240 000 |  2011  |  69 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Мытищи | 21.01.15
1007186611-83011 | http://is13.auto.ru/all/images/3e/93/60x45/3e93abce.jpg |  ВАЗ Kalina II1.6 MT (106 л.с.)  | #FF0000 | 385 000 |  2013  |  52 000 км  |  1.6 MT (106 л.с.)хэтчбек, бензин, передний  | Каспийск | 21.01.15
1007186987-0804 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 237 000 |  2011  |  43 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Ковров | 21.01.15
1007186833-bf578 | http://is18.auto.ru/all/images/12/0e/60x45/120e7ea9.jpg |  ВАЗ Kalina I1.6 MT (90 л.с.)  | #0088ff | 160 000 |  2006  |  110 000 км  |  1.6 MT (90 л.с.)седан, бензин, передний  | Махачкала | 21.01.15
1006920027-5e235a | http://is8.auto.ru/all/images/bb/25/60x45/bb253c9a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 215 000 |  2011  |  26 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007186557-d5a3 | http://is6.auto.ru/all/images/8e/a7/60x45/8ea77eae.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 249 000 |  2012  |  38 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Тамбов | 21.01.15
1007185251-993ada | http://is14.auto.ru/all/images/87/bc/60x45/87bcdfcb.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 200 000 |  2010  |  56 600 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007186041-f80a5 | http://is2.auto.ru/all/images/54/ac/60x45/54ac074e.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 195 000 |  2009  |  45 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1006814499-4d1697 | http://is4.auto.ru/all/images/3a/50/60x45/3a50893b.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #FFFFFF | 235 000 |  2012  |  45 120 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007184819-c9b8ed | http://is1.auto.ru/all/images/eb/7b/60x45/eb7b3a4a.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #FFFFFF | 245 000 |  2010  |  63 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Клинцы | 21.01.15
1007185219-1c5e | http://is7.auto.ru/all/images/0c/79/60x45/0c79fbc7.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #FF0000 | 180 000 |  2007  |  90 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007184517-05804 | http://is10.auto.ru/all/images/a2/f3/60x45/a2f34773.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #926547 | 240 000 |  2012  |  75 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Белгород | 21.01.15
1007184123-ebf2 | http://is9.auto.ru/all/images/d5/b8/60x45/d5b879bf.jpg |  ВАЗ Kalina II1.6 AT (98 л.с.)  | #FFFFFF | 465 000 |  2014  |  1 500 км  |  1.6 AT (98 л.с.)хэтчбек, бензин, передний  | Тамбов | 21.01.15
1007183479-0aa65 | http://is7.auto.ru/all/images/cd/c2/60x45/cdc236e1.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #9c9999 | 260 000 |  2011  |  50 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Электросталь | 21.01.15
1007094721-b71dc8 | http://is5.auto.ru/all/images/68/37/60x45/68372d86.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #CACECB | 199 900 |  2010  |  44 670 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007029605-681d3 | http://is16.auto.ru/all/images/b3/05/60x45/b305ef11.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 211 500 |  2010  |  43 600 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007094705-7128 | http://is12.auto.ru/all/images/24/c7/60x45/24c7c3be.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #FF0000 | 233 300 |  2012  |  32 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007029299-7f60d | http://is11.auto.ru/all/images/64/bf/60x45/64bf25a0.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 233 500 |  2012  |  32 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007157207-5849 | http://is4.auto.ru/all/images/2b/63/60x45/2b63b6b5.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #9c9999 | 255 500 |  2011  |  17 250 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007030185-cbb80a | http://is8.auto.ru/all/images/d0/06/60x45/d006ca3a.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #CACECB | 277 500 |  2013  |  22 300 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007094773-ac31 | http://is18.auto.ru/all/images/7c/05/60x45/7c0546b3.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #CC0033 | 177 700 |  2008  |  43 500 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007183009-596d | http://is7.auto.ru/all/images/d7/5c/60x45/d75c885c.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 200 000 |  2008  |  33 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Тюмень | 21.01.15
1007182479-dba715 | http://is4.auto.ru/all/images/96/b3/60x45/96b3b702.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 235 000 |  2010  |  45 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Краснодар | 21.01.15
1007181265-e4c3e3 | http://is13.auto.ru/all/images/72/96/60x45/7296598d.jpg |  ВАЗ Kalina I1.6 MT (98 л.с.)  | #000000 | 210 000 |  2010  |  69 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Екатеринбург | 21.01.15
1007181033-0554 | http://is17.auto.ru/all/images/21/fb/60x45/21fb9644.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 205 000 |  2011  |  70 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Калуга | 21.01.15
1007180991-1a2ca | http://is6.auto.ru/all/images/0c/19/60x45/0c19db2a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #926547 | 186 000 |  2008  |  65 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Владимир | 21.01.15
1007181691-f9806 | http://is3.auto.ru/all/images/ea/ed/60x45/eaed406b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #ffefd5 | 130 000 |  2006  |  87 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Коломна | 21.01.15
1002114577-6902c | http://is8.auto.ru/all/images/3a/65/60x45/3a65dcd1.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #CACECB | 350 000 |  2014  |  25 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Орел | 21.01.15
1007181007-1e28 | http://is1.auto.ru/all/images/86/e9/60x45/86e973b5.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #CACECB | 430 000 |  2014  |  4 000 км  |  1.6 MT (87 л.с.)универсал, бензин, передний  | Пушкино | 21.01.15
1007179977-38ca | http://is4.auto.ru/all/images/49/6d/60x45/496d66b2.jpg |  ВАЗ Kalina II1.6 MT (98 л.с.)  | #FFFFFF | 328 000 |  2013  |  21 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Сарапул | 21.01.15
1007180313-7aef1b | http://is3.auto.ru/all/images/88/43/60x45/8843c305.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 188 888 |  2009  |  68 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Рязань | 21.01.15
1007180027-2c8cb | http://is10.auto.ru/all/images/b5/dc/60x45/b5dcc858.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 220 000 |  2008  |  75 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007179595-5e25cf | http://is3.auto.ru/all/images/72/06/60x45/72060c7d.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 170 000 |  2008  |  80 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Киров | 21.01.15
1004553143-23c0 | http://is8.auto.ru/all/images/35/b5/60x45/35b5476b.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #000000 | 310 000 |  2012  |  46 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Ярославль | 21.01.15
1007050335-624a7 | http://is9.auto.ru/all/images/6d/35/60x45/6d3576a9.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 250 000 |  2011  |  49 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Самара | 21.01.15
1007117093-8282 | http://is6.auto.ru/all/images/45/b9/60x45/45b9e2a0.jpg |  ВАЗ Kalina II1.6 MT (87 л.с.)  | #CACECB | 370 000 |  2014  |  10 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007176603-4d6a | http://is18.auto.ru/all/images/2b/6f/60x45/2b6f4439.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 175 000 |  2008  |  107 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Краснодар | 21.01.15
1006738321-40962 | http://is7.auto.ru/all/images/61/ed/60x45/61edd8ac.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #CACECB | 277 000 |  2012  |  54 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007175715-7cb2 | http://is7.auto.ru/all/images/7a/07/60x45/7a074f6a.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 297 000 |  2013  |  27 950 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Брянск | 21.01.15
1007175803-6f2495 | http://is5.auto.ru/all/images/3e/c7/60x45/3ec7ae9b.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 225 000 |  2011  |  75 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Нижний Новгород | 21.01.15
1007174625-552f | http://is5.auto.ru/all/images/32/0f/60x45/320fad1e.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #000000 | 210 000 |  2011  |  58 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Арзамас | 21.01.15
1007175579-4be561 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 150 000 |  2008  |  70 000 км  |  1.6 MT (81 л.с.)седан, бензин, передний  | Уфа | 21.01.15
1007160219-4e664 | http://is2.auto.ru/all/images/73/d7/60x45/73d749e7.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #9c9999 | 199 000 |  2009  |  35 000 км  |  1.6 MT (81 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007174195-82f1 | http://is1.auto.ru/all/images/cd/d7/60x45/cdd764b4.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #CACECB | 190 000 |  2008  |  87 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Сочи | 21.01.15
1004969697-22413 | http://is14.auto.ru/all/images/81/bf/60x45/81bf4972.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 190 000 |  2008  |  60 000 км  |  1.4 MT (89 л.с.)седан, бензин, передний  | Иваново | 21.01.15
1007173873-50a25b | /i/all7/img/no-photo-thumb.gif |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #34ba2b | 290 000 |  2010  |  35 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Похвистнево | 21.01.15
1007174209-2ddc48 | http://is2.auto.ru/all/images/de/3f/60x45/de3f402a.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #CACECB | 230 000 |  2010  |  88 000 км  |  1.4 MT (89 л.с.)универсал, бензин, передний  | Воронеж | 21.01.15
1007174013-e4b5 | http://is13.auto.ru/all/images/47/34/60x45/4734e1b7.jpg |  ВАЗ Kalina I1.4 MT (89 л.с.)  | #0000FF | 230 000 |  2011  |  75 000 км  |  1.4 MT (89 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1003615916-38167a | http://is18.auto.ru/all/images/04/7c/60x45/047c6358.jpg |  ВАЗ Kalina I Sport1.6 MT (98 л.с.)  | #CACECB | 270 000 |  2011  |  55 700 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Рязань | 21.01.15
1007105917-4e37c | http://is3.auto.ru/all/images/91/08/60x45/91089f1c.jpg |  ВАЗ Kalina I1.6 MT (81 л.с.)  | #0000FF | 260 000 |  2012  |  20 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Ливны | 21.01.15
