1007247967-f49f6 | http://is3.auto.ru/all/images/e4/61/60x45/e4614323.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 450 000 |  2014  |  15 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Балашиха | 22.01.15
1006740701-bed4c | http://is13.auto.ru/all/images/03/48/60x45/0348d36d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 209 990 |  2009  |  102 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нижний Новгород | 21.01.15
1003782306-c748ad | http://is4.auto.ru/all/images/c1/af/60x45/c1af2e62.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #9c9999 | 225 000 |  2010  |  45 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Острогожск | 21.01.15
1007170141-074ad | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 220 000 |  2009  |  105 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нолинск | 21.01.15
1007171467-f90ee | http://is12.auto.ru/all/images/9c/f9/60x45/9cf9ea5e.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #CACECB | 491 300 |  2015  |  5 км  |  1.6 MT (106 л.с.)седан, бензин, передний  | Ростов-на-Дону | 21.01.15
1007171675-d081 | http://is2.auto.ru/all/images/6d/3e/60x45/6d3e87d7.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #FFFFFF | 499 100 |  2015  |  1 км  |  1.6 MT (106 л.с.)хэтчбек, бензин, передний  | Ростов-на-Дону | 21.01.15
1007171007-e6ff84 | http://is17.auto.ru/all/images/ca/56/60x45/ca56c6de.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 255 000 |  2010  |  151 950 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Зеленоград | 21.01.15
1006622255-0268 | http://is11.auto.ru/all/images/a4/e0/60x45/a4e05752.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 334 700 |  2015  | Новый |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 21.01.15
1006625455-9439e | http://is5.auto.ru/all/images/e9/e2/60x45/e9e262fc.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #0000FF | 335 700 |  2015  | Новый |  1.6 MT (106 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 21.01.15
1007039371-d8c70 | http://is14.auto.ru/all/images/2c/56/60x45/2c56c3ed.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 277 000 |  2011  |  47 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нижний Новгород | 21.01.15
1006978163-e7a79 | http://is8.auto.ru/all/images/d5/7f/60x45/d57f06bb.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #34ba2b | 300 000 |  2013  |  48 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Сергиев Посад | 21.01.15
1007167849-6a78 | http://is18.auto.ru/all/images/0b/53/60x45/0b5341e5.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 180 000 |  2009  |  124 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Вязники | 21.01.15
1007166091-286a | http://is3.auto.ru/all/images/10/b2/60x45/10b28317.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #ffefd5 | 165 000 |  2007  |  163 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Новочебоксарск | 21.01.15
1007164399-1cc7 | http://is10.auto.ru/all/images/f2/a0/60x45/f2a0950b.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 209 000 |  2010  |  70 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Киров | 21.01.15
1007165643-e925b | http://is13.auto.ru/all/images/1c/2d/60x45/1c2dcd19.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #FFFFFF | 430 000 |  2015  |  1 км  |  1.6 MT (106 л.с.)седан, бензин, передний  | Пятигорск | 21.01.15
1007161813-09c525 | http://is5.auto.ru/all/images/a2/31/60x45/a231ab76.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 330 000 |  2013  |  38 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Тольятти | 21.01.15
1007043569-ebe165 | http://is18.auto.ru/all/images/c5/4a/60x45/c54a8533.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 239 800 |  2008  |  121 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007163953-dc011 | http://is11.auto.ru/all/images/ca/6b/60x45/ca6b76d7.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 135 000 |  2007  |  240 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Пушкино | 21.01.15
1006265841-066a | http://is14.auto.ru/all/images/94/8a/60x45/948acaed.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2012  |  27 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1002931826-f12a | http://is8.auto.ru/all/images/84/2a/60x45/842ab698.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 229 000 |  2010  |  83 500 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007161109-cddc | http://is18.auto.ru/all/images/06/b9/60x45/06b9429e.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #926547 | 431 300 |  2015  | Новый |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007161113-d95b9b | http://is9.auto.ru/all/images/f7/ed/60x45/f7ed4073.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #926547 | 442 300 |  2015  | Новый |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007161119-cf34 | http://is13.auto.ru/all/images/37/c5/60x45/37c59d73.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #000000 | 522 900 |  2015  | Новый |  1.6 MT (98 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007041005-ef97cd | http://is16.auto.ru/all/images/9d/aa/60x45/9daa9fb3.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 210 000 |  2008  |  113 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007098801-432643 | http://is9.auto.ru/all/images/78/72/60x45/78728bae.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #34ba2b | 195 000 |  2008  |  75 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Балаково | 21.01.15
46633036-240425 | http://is6.auto.ru/all/images/62/69/60x45/62694ce4.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 315 000 |  2012  |  41 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 21.01.15
1003902254-8177 | http://is10.auto.ru/all/images/19/50/60x45/19501b53.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 245 000 |  2011  |  42 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Кирово-Чепецк | 21.01.15
1007158657-22af | http://is16.auto.ru/all/images/a9/b6/60x45/a9b6e368.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 230 000 |  2008  |  75 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Тольятти | 21.01.15
1007158949-a9713 | http://is17.auto.ru/all/images/54/77/60x45/54775c64.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2011  |  67 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007158999-f37e75 | http://is14.auto.ru/all/images/db/7f/60x45/db7f002e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 365 000 |  2012  |  41 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Химки | 21.01.15
1006418425-85dc77 | http://is2.auto.ru/all/images/b0/f7/60x45/b0f72a4f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 200 000 |  2008  |  100 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ракитное | 21.01.15
1003267234-c3d28 | http://is14.auto.ru/all/images/01/a9/60x45/01a9fdd0.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 260 000 |  2010  |  80 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Вязники | 21.01.15
1003266878-b5b3ab | http://is9.auto.ru/all/images/41/1e/60x45/411e2abf.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 260 000 |  2010  |  80 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Нижний Новгород | 21.01.15
1007158827-13b8 | http://is16.auto.ru/all/images/55/bd/60x45/55bd70ba.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 320 000 |  2012  |  60 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Нижний Новгород | 21.01.15
1007158055-3fee | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 230 000 |  2008  |  58 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007158021-e66b | http://is9.auto.ru/all/images/ca/41/60x45/ca419f0d.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 420 000 |  2013  |  9 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Уфа | 21.01.15
1006801643-b1125a | http://is13.auto.ru/all/images/2f/d3/60x45/2fd32f80.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 290 000 |  2011  |  67 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007157921-a8bebc | http://is15.auto.ru/all/images/72/47/60x45/7247c57d.jpg |  ВАЗ Priora I Рестайлинг1.6 AT (106 л.с.)  | #FFFFFF | 520 000 |  2015  |  40 км  |  1.6 AT (106 л.с.)седан, бензин, передний  | Грозный | 21.01.15
1007157881-7f67 | http://is8.auto.ru/all/images/c6/64/60x45/c6646ae5.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 295 000 |  2011  |  33 650 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Брянск | 21.01.15
1007157503-cf886 | http://is9.auto.ru/all/images/0a/58/60x45/0a58c906.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 260 000 |  2009  |  82 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нововоронеж | 21.01.15
1007156773-cca3 | http://is3.auto.ru/all/images/08/f2/60x45/08f217fe.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 350 000 |  2012  |  45 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Каргаполье | 21.01.15
1007153457-6b754c | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 280 000 |  2011  |  37 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Омск | 21.01.15
1007154935-3f3433 | /i/all7/img/no-photo-thumb.gif |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 280 000 |  2012  |  58 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Курган | 21.01.15
1007153449-1784 | http://is3.auto.ru/all/images/58/e7/60x45/58e78d93.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FF0000 | 269 000 |  2012  |  38 556 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1007149991-7668 | http://is18.auto.ru/all/images/5d/28/60x45/5d28951c.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #FFFFFF | 260 000 |  2011  |  74 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007151367-13828f | http://is9.auto.ru/all/images/c9/0e/60x45/c90e0a74.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 194 888 |  2008  |  125 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Санкт-Петербург | 21.01.15
1006816321-8c61 | http://is5.auto.ru/all/images/df/01/60x45/df01ec4e.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 215 000 |  2009  |  40 500 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Удомля | 21.01.15
1006739155-bacb7 | http://is8.auto.ru/all/images/ed/dc/60x45/eddcdb81.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #CACECB | 250 000 |  2010  |  105 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Муром | 21.01.15
1007121493-b0e7 | http://is2.auto.ru/all/images/0c/22/60x45/0c22aa7a.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #9c9999 | 248 000 |  2011  |  73 000 км  |  1.6 MT (87 л.с.)седан, бензин, передний  | Москва | 21.01.15
1002421631-80ec3a | http://is6.auto.ru/all/images/1a/25/60x45/1a25cd67.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 540 000 |  2014  |  7 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006420965-2ca33 | http://is9.auto.ru/all/images/57/11/60x45/57119194.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 415 000 |  2013  |  1 700 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007119571-19952e | http://is13.auto.ru/all/images/6c/6b/60x45/6c6b8754.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 175 000 |  2008  |  75 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Ногинск | 21.01.15
1007119549-ad6d4 | http://is3.auto.ru/all/images/8c/38/60x45/8c38db6c.jpg |  ВАЗ Priora I Premier1.6 MT (98 л.с.)  | #000000 | 215 000 |  2009  |  148 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 21.01.15
1006684347-29ea7c | http://is3.auto.ru/all/images/40/79/60x45/4079b148.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 235 000 |  2010  |  52 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Смоленск | 21.01.15
1007119535-3d82 | http://is11.auto.ru/all/images/6c/73/60x45/6c732977.jpg |  ВАЗ Priora I Premier1.6 MT (98 л.с.)  | #000000 | 310 000 |  2011  |  49 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Грозный | 21.01.15
1004022646-49191a | http://is6.auto.ru/all/images/df/44/60x45/df44290d.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 300 000 |  2010  |  27 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Нальчик | 21.01.15
1007118631-26d84 | http://is3.auto.ru/all/images/df/5e/60x45/df5e5501.jpg |  ВАЗ Priora I Premier1.6 MT (98 л.с.)  | #000000 | 200 000 |  2008  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Орел | 21.01.15
1007117683-eac7 | http://is9.auto.ru/all/images/7a/30/60x45/7a300808.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #9c9999 | 220 000 |  2011  |  97 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Котельники | 20.01.15
1007110159-c16a6 | http://is12.auto.ru/all/images/93/76/60x45/93764e4d.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (98 л.с.)  | #FFFFFF | 375 000 |  2013  |  30 500 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 20.01.15
1007116719-172b1b | http://is18.auto.ru/all/images/2e/24/60x45/2e24a11f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 250 000 |  2010  |  55 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Кострома | 20.01.15
1007117135-84bf | http://is18.auto.ru/all/images/2e/24/60x45/2e24a11f.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 250 000 |  2010  |  55 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Кострома | 20.01.15
1006932739-ebb844 | http://is14.auto.ru/all/images/25/3f/60x45/253faf0f.jpg |  ВАЗ Priora I1.6 MT (87 л.с.)  | #CACECB | 290 000 |  2012  |  18 000 км  |  1.6 MT (87 л.с.)хэтчбек, бензин, передний  | Михайлов | 20.01.15
1007116917-aa1bfa | http://is4.auto.ru/all/images/f7/cd/60x45/f7cd9f5b.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #000000 | 162 000 |  2008  |  118 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Кострома | 20.01.15
1007116843-fd2de7 | http://is8.auto.ru/all/images/c9/8a/60x45/c98ab266.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 320 000 |  2012  |  30 000 км  |  1.6 MT (98 л.с.)хэтчбек, бензин, передний  | Люберцы | 20.01.15
1006742917-99381 | http://is18.auto.ru/all/images/b8/b1/60x45/b8b10c40.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 210 000 |  2009  |  125 500 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 20.01.15
1007116709-f20986 | http://is14.auto.ru/all/images/b2/05/60x45/b205a284.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 185 000 |  2007  |  85 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Дмитров | 20.01.15
46407838-9ee5f9 | http://is8.auto.ru/all/images/37/70/60x45/377031ea.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #CACECB | 200 000 |  2009  |  42 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Орел | 20.01.15
47044306-1d47 | http://is9.auto.ru/all/images/c2/7d/60x45/c27d40ec.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 195 000 |  2008  |  85 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Великий Новгород | 20.01.15
1006928205-fffa19 | http://is4.auto.ru/all/images/33/9f/60x45/339fd064.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #CACECB | 185 000 |  2008  |  73 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Москва | 20.01.15
1007115591-5219 | http://is13.auto.ru/all/images/f4/90/60x45/f4905ffc.jpg |  ВАЗ Priora I Рестайлинг1.6 MT (106 л.с.)  | #FFFFFF | 505 000 |  2014  |  250 км  |  1.6 MT (106 л.с.)седан, бензин, передний  | Черкесск | 20.01.15
1005318565-7835 | http://is11.auto.ru/all/images/bc/29/60x45/bc291112.jpg |  ВАЗ Priora I1.6 MT (81 л.с.)  | #CACECB | 220 000 |  2011  |  100 000 км  |  1.6 MT (81 л.с.)хэтчбек, бензин, передний  | Иваново | 20.01.15
1005308145-4c101c | http://is6.auto.ru/all/images/b4/cd/60x45/b4cd73ed.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #0000FF | 330 000 |  2011  |  67 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Можайск | 20.01.15
1001975059-756c | http://is14.auto.ru/all/images/84/a8/60x45/84a805a3.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 240 000 |  2009  |  65 000 км  |  1.6 MT (98 л.с.)универсал, бензин, передний  | Воронеж | 20.01.15
1007114715-d4660 | http://is5.auto.ru/all/images/91/8d/60x45/918df18a.jpg |  ВАЗ Priora I1.6 MT (98 л.с.)  | #9c9999 | 200 000 |  2008  |  90 000 км  |  1.6 MT (98 л.с.)седан, бензин, передний  | Серпухов | 20.01.15
