1007187827-11459 | http://is8.auto.ru/all/images/d4/3b/60x45/d43bddae.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 765 000 |  2006  |  103 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 23.01.15
1007085065-55e2 | http://is8.auto.ru/all/images/04/9c/60x45/049ce3da.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.4 AT (167 л.с.) 4WD  | #000000 | 477 777 |  2004  |  147 000 км  |  2.4 AT (167 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1005577113-384d | http://is15.auto.ru/all/images/06/b1/60x45/06b105a2.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #0088ff | 1 430 000 |  2012  |  26 616 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
40519816-81f180 | http://is2.auto.ru/all/images/d0/78/60x45/d0789a3f.jpg |  Toyota RAV 4 III (XA30)2.5 AT (179 л.с.)  | #CACECB | 1 000 000 |  2009  |  75 000 км  |  2.5 AT (179 л.с.)внедорожник, бензин, передний  | Москва | 21.01.15
1004703467-a6ec07 | http://is11.auto.ru/all/images/11/34/60x45/113405a6.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 749 000 |  2008  |  83 500 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1007161619-c22c2 | http://is9.auto.ru/all/images/49/cb/60x45/49cbf0ef.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #34ba2b | 720 000 |  2008  |  106 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Кисловодск | 21.01.15
1007159875-32ad1 | http://is4.auto.ru/all/images/75/f7/60x45/75f7fa7a.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FF0000 | 1 250 000 |  2012  |  41 153 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 21.01.15
1006108559-07761 | http://is7.auto.ru/all/images/29/fd/60x45/29fd8480.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 1 200 000 |  2010  |  43 850 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1007117249-5ff11 | http://is1.auto.ru/all/images/c7/a4/60x45/c7a40f9b.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #000000 | 1 800 000 |  2014  |  13 000 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1006267415-ccb525 | http://is5.auto.ru/all/images/81/10/60x45/811004ff.jpg |  Toyota RAV 4 III (XA30)2.0 AT (150 л.с.) 4WD  | #FFFFFF | 747 000 |  2007  |  120 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 21.01.15
1007159159-9b4a | http://is13.auto.ru/all/images/d6/83/60x45/d683902c.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 515 000 |  2002  |  140 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 21.01.15
1007159053-682ef6 | http://is16.auto.ru/all/images/fd/7b/60x45/fd7b4cf4.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #ffefd5 | 920 000 |  2008  |  113 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 21.01.15
1005239309-342c | http://is10.auto.ru/all/images/1c/a1/60x45/1ca1dcfe.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 430 000 |  2001  |  240 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Волгоград | 21.01.15
1007158963-8163a | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 IV (CA40)2.5 AT (179 л.с.) 4WD  | #000000 | 1 600 000 |  2013  |  32 000 км  |  2.5 AT (179 л.с.) 4WDвнедорожник, бензин, полный  | Бузулук | 21.01.15
1007119259-c656 | http://is11.auto.ru/all/images/19/3a/60x45/193ad0ff.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (158 л.с.) 4WD  | #FF0000 | 950 000 |  2011  |  122 000 км  |  2.0 MT (158 л.с.) 4WDвнедорожник, бензин, полный  | Солнечногорск | 21.01.15
1006752503-97bd50 | http://is2.auto.ru/all/images/92/1e/60x45/921e7432.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.)  | #FFFFFF | 1 650 000 |  2014  |  8 000 км  |  2.0 CVT (145 л.с.)внедорожник, бензин, передний  | Тамбов | 21.01.15
1005919075-62250 | http://is2.auto.ru/all/images/d6/20/60x45/d6204c16.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD Long  | #000000 | 1 150 000 |  2011  |  61 000 км  |  2.4 AT (170 л.с.) 4WD Longвнедорожник, бензин, полный  | Иваново | 21.01.15
1007096183-3b382 | http://is5.auto.ru/all/images/f3/76/60x45/f3767fb8.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.)  | #CACECB | 395 000 |  2001  |  160 000 км  |  2.0 AT (150 л.с.)внедорожник, бензин, передний  | Электросталь | 21.01.15
1007156927-32b01 | http://is11.auto.ru/all/images/13/b0/60x45/13b0b3ba.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 395 000 |  2001  |  128 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 21.01.15
1007156801-6af70b | http://is14.auto.ru/all/images/81/0f/60x45/810f5ab8.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #FFFFFF | 289 900 |  1999  |  178 000 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 21.01.15
1007153217-e5c6c5 | http://is17.auto.ru/all/images/8c/be/60x45/8cbe5a3b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 799 999 |  2007  |  75 989 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1007153515-989431 | http://is10.auto.ru/all/images/b9/ff/60x45/b9fff453.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #34ba2b | 644 444 |  2008  |  81 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1007150535-e5c5 | http://is6.auto.ru/all/images/33/15/60x45/3315e9d5.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #ffefd5 | 1 225 000 |  2011  |  27 000 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 21.01.15
1007123615-c7ecf | http://is17.auto.ru/all/images/7d/00/60x45/7d00f1c7.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #0088ff | 1 030 000 |  2008  |  50 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 21.01.15
1005864807-333fa9 | http://is14.auto.ru/all/images/59/a4/60x45/59a41dd9.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #926547 | 1 550 000 |  2013  |  8 800 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 21.01.15
1007119099-39d8 | http://is2.auto.ru/all/images/bd/f0/60x45/bdf0bffd.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #FFFFFF | 1 460 000 |  2013  |  25 000 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 21.01.15
1007118949-0d73 | http://is5.auto.ru/all/images/20/fd/60x45/20fd7e90.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #0000FF | 750 000 |  2006  |  100 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Смоленск | 21.01.15
1007117375-d666 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 690 015 |  2006  |  99 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Санкт-Петербург | 20.01.15
1007108377-57790 | http://is3.auto.ru/all/images/e8/1b/60x45/e81bae76.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FFCC00 | 1 225 000 |  2011  |  45 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Усть-Лабинск | 20.01.15
1006858761-90e8c | http://is15.auto.ru/all/images/df/eb/60x45/dfeb76d1.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #000000 | 530 000 |  2007  |  84 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1005866999-43f2c | http://is15.auto.ru/all/images/26/fe/60x45/26fe671d.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 MT (148 л.с.) 4WD  | #000000 | 1 049 000 |  2012  |  90 000 км  |  2.0 MT (148 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 20.01.15
1006317837-bb3820 | http://is6.auto.ru/all/images/12/46/60x45/124648ec.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 800 000 |  2008  |  85 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Рязань | 20.01.15
48760680-f183a | http://is6.auto.ru/all/images/a4/85/60x45/a4856426.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 850 000 |  2008  |  103 150 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006417803-d3ae0 | http://is18.auto.ru/all/images/73/e4/60x45/73e4347a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 750 000 |  2007  |  65 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Пенза | 20.01.15
1006989015-a90db4 | http://is13.auto.ru/all/images/c2/cc/60x45/c2ccec29.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.) 4WD  | #000000 | 665 000 |  2005  |  140 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Бийск | 20.01.15
1004081778-732bc | http://is18.auto.ru/all/images/7c/f1/60x45/7cf1415d.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #0000FF | 877 000 |  2008  |  91 900 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006930129-77bd50 | http://is12.auto.ru/all/images/9d/50/60x45/9d50d7c8.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #CACECB | 1 200 000 |  2012  |  18 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Нижний Новгород | 20.01.15
1007041873-d6f21 | http://is9.auto.ru/all/images/4f/a0/60x45/4fa090e3.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.4 AT (170 л.с.) 4WD  | #ffefd5 | 1 375 000 |  2011  |  17 750 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
49334722-38887 | http://is17.auto.ru/all/images/82/3f/60x45/823f5ff3.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #000000 | 1 150 000 |  2010  |  55 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Обнинск | 20.01.15
1006109209-2495 | http://is13.auto.ru/all/images/6e/06/60x45/6e062bfb.jpg |  Toyota RAV 4 I (XA10)2.0 AT (129 л.с.) 4WD  | #34ba2b | 290 000 |  1995  |  234 550 км  |  2.0 AT (129 л.с.) 4WDвнедорожник, бензин, полный  | Тверь | 20.01.15
1007112215-3e1e4 | http://is6.auto.ru/all/images/58/d2/60x45/58d20f94.jpg |  Toyota RAV 4 I (XA10)2.0 MT (129 л.с.) 4WD  | #34ba2b | 200 000 |  1997  |  228 450 км  |  2.0 MT (129 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006977287-cd107 | http://is9.auto.ru/all/images/16/e3/60x45/16e38dbc.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #0000FF | 789 000 |  2007  |  80 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Курск | 20.01.15
48460776-ea870 | http://is2.auto.ru/all/images/6d/7c/60x45/6d7c3138.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 962 280 |  2008  |  114 568 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1001972829-a8aa20 | http://is4.auto.ru/all/images/66/bc/60x45/66bcef20.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #9c9999 | 1 116 720 |  2009  |  40 400 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1003969632-b979a | http://is8.auto.ru/all/images/10/a5/60x45/10a59909.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FFFFFF | 1 262 520 |  2011  |  32 968 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1005919083-e53252 | http://is5.auto.ru/all/images/f5/c6/60x45/f5c6abc6.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (158 л.с.) 4WD  | #000000 | 1 358 400 |  2011  |  61 284 км  |  2.0 CVT (158 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007042483-ce60e0 | http://is13.auto.ru/all/images/e1/f6/60x45/e1f692d3.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 470 000 |  2002  |  185 000 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Ростов-на-Дону | 20.01.15
1007109723-9c35 | http://is14.auto.ru/all/images/84/ea/60x45/84ea4402.jpg |  Toyota RAV 4 II (XA20)2.0 AT (150 л.с.) 4WD  | #CACECB | 510 000 |  2003  |  188 838 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1004894925-5e39 | http://is17.auto.ru/all/images/c9/9f/60x45/c99fa39a.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #FF0000 | 855 000 |  2006  |  80 500 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007105251-51ca | http://is7.auto.ru/all/images/15/65/60x45/1565dae9.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #FFCC00 | 790 000 |  2007  |  97 000 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007108931-cd20 | http://is2.auto.ru/all/images/29/cb/60x45/29cb8f6d.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (151 л.с.) 4WD  | #926547 | 1 590 000 |  2014  |  1 102 км  |  2.0 CVT (151 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006562217-b5de | http://is6.auto.ru/all/images/4a/45/60x45/4a4585b1.jpg |  Toyota RAV 4 II (XA20) Рестайлинг2.0 AT (150 л.с.) 4WD  | #FF0000 | 880 000 |  2006  |  147 316 км  |  2.0 AT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1005801739-f7f123 | http://is7.auto.ru/all/images/d4/9c/60x45/d49cbfdc.jpg |  Toyota RAV 4 III (XA30)2.4 AT (170 л.с.) 4WD  | #9c9999 | 1 310 000 |  2010  |  93 356 км  |  2.4 AT (170 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1006672633-5409de | http://is18.auto.ru/all/images/1d/60/60x45/1d602a01.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #FF0000 | 1 245 000 |  2010  |  73 335 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007107319-c5c56 | http://is6.auto.ru/all/images/02/60/60x45/0260cf17.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #000000 | 900 000 |  2007  |  123 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Севастополь | 20.01.15
1007107083-4693 | http://is12.auto.ru/all/images/50/15/60x45/50151bf4.jpg |  Toyota RAV 4 III (XA30)2.2d MT (175 л.с.) 4WD  | #9c9999 | 700 000 |  2007  |  295 000 км  |  2.2d MT (175 л.с.) 4WDвнедорожник, дизель, полный  | Ярославль | 20.01.15
1004836477-0f313 | http://is8.auto.ru/all/images/1a/68/60x45/1a680c1b.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #000000 | 825 000 |  2009  |  100 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Киров | 20.01.15
1007106173-495ac | http://is3.auto.ru/all/images/ee/9c/60x45/ee9c4fb5.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #000000 | 1 050 000 |  2012  |  87 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Ульяновск | 20.01.15
1006410637-09905d | http://is15.auto.ru/all/images/11/88/60x45/11887257.jpg |  Toyota RAV 4 III (XA30)2.0 AT (152 л.с.) 4WD  | #CACECB | 700 000 |  2006  |  135 000 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Орел | 20.01.15
1006862637-61b1 | http://is18.auto.ru/all/images/9f/18/60x45/9f184e49.jpg |  Toyota RAV 4 IV (CA40)2.0 AT (149 л.с.) 4WD  | #926547 | 1 630 000 |  2012  |  17 000 км  |  2.0 AT (149 л.с.) 4WDвнедорожник, бензин, полный  | Брянск | 20.01.15
1007106033-1417 | http://is18.auto.ru/all/images/4a/40/60x45/4a404b23.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 CVT (148 л.с.) 4WD  | #FFFFFF | 1 350 000 |  2011  |  14 000 км  |  2.0 CVT (148 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007104471-e4ab7 | http://is17.auto.ru/all/images/15/c0/60x45/15c08fe4.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.) 4WD  | #000000 | 1 680 000 |  2013  |  33 000 км  |  2.0 CVT (145 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1005709375-fde6 | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 II (XA20)2.0 MT (150 л.с.) 4WD  | #34ba2b | 450 000 |  2003  |  222 000 км  |  2.0 MT (150 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
1007104441-0db97e | /i/all7/img/no-photo-thumb.gif |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #CACECB | 750 000 |  2008  |  97 000 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Иваново | 20.01.15
1007103743-6850 | http://is11.auto.ru/all/images/4a/d0/60x45/4ad0eed0.jpg |  Toyota RAV 4 III (XA30)2.0 MT (152 л.с.) 4WD  | #000000 | 680 000 |  2008  |  11 111 км  |  2.0 MT (152 л.с.) 4WDвнедорожник, бензин, полный  | Тюмень | 20.01.15
1007104201-7b95 | http://is4.auto.ru/all/images/4b/28/60x45/4b28e275.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.)  | #FFFFFF | 1 500 000 |  2014  |  1 км  |  2.0 CVT (145 л.с.)внедорожник, бензин, передний  | Оренбург | 20.01.15
1007104205-ee916 | http://is4.auto.ru/all/images/4b/28/60x45/4b28e275.jpg |  Toyota RAV 4 IV (CA40)2.0 CVT (145 л.с.)  | #FFFFFF | 1 500 000 |  2014  |  1 км  |  2.0 CVT (145 л.с.)внедорожник, бензин, передний  | Оренбург | 20.01.15
1006624523-d732c8 | http://is15.auto.ru/all/images/36/0d/60x45/360de5a7.jpg |  Toyota RAV 4 III (XA30) Рестайлинг2.0 AT (152 л.с.) 4WD  | #926547 | 1 280 000 |  2011  |  77 612 км  |  2.0 AT (152 л.с.) 4WDвнедорожник, бензин, полный  | Москва | 20.01.15
