48886618-4ddd | http://is3.auto.ru/all/images/5c/10/60x45/5c10dc0f.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 415 555 |  2007  |  115 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 23.01.15
1007190011-a684e3 | http://is5.auto.ru/all/images/30/5a/60x45/305a924d.jpg |  Opel Astra J Рестайлинг1.8 MT (140 л.с.)  | #FFFFFF | 650 000 |  2012  |  48 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Белгород | 22.01.15
1006472283-acf9 | http://is4.auto.ru/all/images/c2/90/60x45/c290e2ac.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #34ba2b | 250 000 |  1999  |  149 000 км  |  1.6 MT (101 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007176697-b8a1 | http://is16.auto.ru/all/images/bd/d5/60x45/bdd56445.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 390 000 |  2008  |  91 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1006813771-2e884 | http://is12.auto.ru/all/images/12/e9/60x45/12e943b8.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 440 000 |  2009  |  140 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007187359-9266 | http://is14.auto.ru/all/images/4a/a8/60x45/4aa84003.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 445 000 |  2008  |  101 800 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Ростов-на-Дону | 21.01.15
1007189653-66b0 | http://is14.auto.ru/all/images/32/8a/60x45/328a7466.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #000000 | 475 000 |  2010  |  70 000 км  |  1.6 MT (115 л.с.)хэтчбек, бензин, передний  | Тула | 21.01.15
1007187919-cee066 | http://is16.auto.ru/all/images/98/0f/60x45/980f3325.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 380 000 |  2009  |  150 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1005244621-2ec8 | http://is13.auto.ru/all/images/ae/06/60x45/ae06bc1d.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 395 000 |  2007  |  89 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006419293-ab53f | http://is13.auto.ru/all/images/55/7d/60x45/557d9d29.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 649 000 |  2011  |  56 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1005756529-2b1c | http://is6.auto.ru/all/images/db/32/60x45/db32919b.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #CACECB | 385 000 |  2007  |  172 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006690257-374bb | http://is6.auto.ru/all/images/a0/8c/60x45/a08cdf6c.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FF0000 | 830 000 |  2013  |  30 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Краснодар | 21.01.15
1005455797-c526b | http://is18.auto.ru/all/images/25/75/60x45/25753f0f.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 730 000 |  2012  |  56 000 км  |  1.4 AT (140 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007188507-ce8c | http://is16.auto.ru/all/images/ad/42/60x45/ad4254eb.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #CACECB | 280 000 |  2006  |  115 000 км  |  1.6 AT (105 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007042239-0dc1 | http://is3.auto.ru/all/images/64/c9/60x45/64c922a5.jpg |  Opel Astra J Рестайлинг1.6 MT (180 л.с.)  | #000000 | 760 000 |  2012  |  22 000 км  |  1.6 MT (180 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006414533-9c57ce | http://is8.auto.ru/all/images/c7/0c/60x45/c70c58dc.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0000FF | 333 999 |  2007  |  58 578 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007187933-f72598 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #0000FF | 550 000 |  2010  |  63 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Пенза | 21.01.15
1007186147-314efe | http://is7.auto.ru/all/images/81/6b/60x45/816bd967.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #9c9999 | 620 000 |  2011  |  73 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007116877-d29b9 | http://is9.auto.ru/all/images/98/a1/60x45/98a10e69.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #0088ff | 340 000 |  2006  |  132 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007186781-068797 | http://is7.auto.ru/all/images/6e/91/60x45/6e91facf.jpg |  Opel Astra H1.4 AT (90 л.с.)  | #ffefd5 | 300 000 |  2006  |  84 000 км  |  1.4 AT (90 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1005510489-e4428 | http://is18.auto.ru/all/images/29/5c/60x45/295ceb2c.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 680 000 |  2012  |  28 900 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Орехово-Зуево | 21.01.15
49260526-016b | http://is14.auto.ru/all/images/45/b9/60x45/45b96726.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #0088ff | 340 000 |  2006  |  132 000 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Псков | 21.01.15
1006990907-8dcd2 | http://is5.auto.ru/all/images/88/c3/60x45/88c360b2.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #CACECB | 385 000 |  2007  |  140 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Пушкино | 21.01.15
48693712-a77c7 | http://is11.auto.ru/all/images/73/46/60x45/7346d8ab.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #0000FF | 629 000 |  2011  |  60 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007054775-bff2 | http://is18.auto.ru/all/images/3d/ab/60x45/3dabb5cb.jpg |  Opel Astra H Рестайлинг1.8 MT (140 л.с.)  | #9c9999 | 440 000 |  2008  |  45 000 км  |  1.8 MT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1001306928-d136 | http://is3.auto.ru/all/images/d2/13/60x45/d21383d5.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #FFFFFF | 735 000 |  2012  |  45 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Воронеж | 21.01.15
1007187335-5448 | http://is10.auto.ru/all/images/c7/e2/60x45/c7e252b2.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 620 000 |  2012  |  17 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Саратов | 21.01.15
1007187349-ac6a0a | http://is6.auto.ru/all/images/e3/4d/60x45/e34d9550.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 465 000 |  2010  |  77 200 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Пушкино | 21.01.15
1007187299-43729 | http://is16.auto.ru/all/images/dd/b1/60x45/ddb1fd61.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 357 000 |  2007  |  139 800 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Чебоксары | 21.01.15
1007187297-cadd80 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H1.8 AT (125 л.с.)  | #000000 | 370 000 |  2007  |  140 000 км  |  1.8 AT (125 л.с.)хэтчбек, бензин, передний  | Ставрополь | 21.01.15
1007187849-5e8d44 | http://is8.auto.ru/all/images/06/aa/60x45/06aa0692.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #0000FF | 630 000 |  2011  |  65 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Челябинск | 21.01.15
1006316977-2b4b29 | http://is5.auto.ru/all/images/43/9c/60x45/439cb4ad.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #CACECB | 750 000 |  2012  |  35 832 км  |  1.4 AT (140 л.с.)седан, бензин, передний  | Ногинск | 21.01.15
6720142-177d94 | http://is1.auto.ru/all/images/01/58/60x45/01586a74.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #0000FF | 180 000 |  1999  |  220 000 км  |  1.6 MT (101 л.с.)универсал, бензин, передний  | Ливны | 21.01.15
1007187153-9b225 | http://is3.auto.ru/all/images/d8/a5/60x45/d8a5b866.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #CACECB | 295 000 |  2005  |  135 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007187101-4bfc | http://is17.auto.ru/all/images/19/2f/60x45/192fe9b2.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #000000 | 355 000 |  2008  |  144 000 км  |  1.3d MT (90 л.с.)хэтчбек, дизель, передний  | Сарапул | 21.01.15
1005518787-46b499 | http://is12.auto.ru/all/images/f8/de/60x45/f8de1b5a.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #0000FF | 539 000 |  2007  |  88 000 км  |  1.8 AT (140 л.с.)кабриолет, бензин, передний  | Белгород | 21.01.15
1007187541-7a153 | http://is2.auto.ru/all/images/1c/a8/60x45/1ca819f1.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #9c9999 | 420 000 |  2009  |  111 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Казань | 21.01.15
1003201636-816a02 | http://is13.auto.ru/all/images/5e/61/60x45/5e616804.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #0000FF | 650 000 |  2011  |  30 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
46698002-a19449 | http://is8.auto.ru/all/images/97/ba/60x45/97ba42f8.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #FFFFFF | 435 000 |  2008  |  118 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Тихорецк | 21.01.15
1005523437-6adc | http://is12.auto.ru/all/images/2b/b1/60x45/2bb1b58b.jpg |  Opel Astra J1.4 AT (140 л.с.)  | #000000 | 600 000 |  2011  |  60 000 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Краснодар | 21.01.15
1005254009-1dfa | http://is6.auto.ru/all/images/26/17/60x45/2617e01e.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #FF0000 | 310 000 |  2006  |  69 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Киров | 21.01.15
1006991929-3310 | http://is2.auto.ru/all/images/5f/be/60x45/5fbe0029.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 339 000 |  2006  |  97 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006313703-b4176c | http://is2.auto.ru/all/images/2b/f5/60x45/2bf5056f.jpg |  Opel Astra H1.4 MT (90 л.с.)  | #CACECB | 290 000 |  2006  |  168 км  |  1.4 MT (90 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007185749-7e95 | http://is13.auto.ru/all/images/ab/5d/60x45/ab5d1e62.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #FFFFFF | 740 000 |  2011  |  44 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007186825-b004c | http://is6.auto.ru/all/images/20/08/60x45/2008e605.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #9c9999 | 575 000 |  2010  |  130 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007186895-c8d6 | http://is4.auto.ru/all/images/2e/eb/60x45/2eeb1656.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 495 000 |  2011  |  87 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Казань | 21.01.15
1007186017-991b6 | http://is14.auto.ru/all/images/cc/b4/60x45/ccb495e5.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #ffefd5 | 440 000 |  2009  |  75 000 км  |  1.8 AT (140 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007178673-4052 | http://is2.auto.ru/all/images/4e/1e/60x45/4e1ee397.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 465 000 |  2012  |  51 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007186679-8ea9 | http://is18.auto.ru/all/images/52/6d/60x45/526d4da1.jpg |  Opel Astra H1.6 MT (105 л.с.)  | #FF0000 | 340 000 |  2006  |  97 278 км  |  1.6 MT (105 л.с.)хэтчбек, бензин, передний  | Екатеринбург | 21.01.15
1006575771-707c | http://is10.auto.ru/all/images/e2/4e/60x45/e24e3fb7.jpg |  Opel Astra G1.7d MT (68 л.с.)  | #0000FF | 170 000 |  1998  |  270 000 км  |  1.7d MT (68 л.с.)универсал, дизель, передний  | Рязань | 21.01.15
1005923837-a278 | http://is7.auto.ru/all/images/54/d1/60x45/54d16d8d.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #0088ff | 380 000 |  2010  |  62 000 км  |  1.6 AT (115 л.с.)хэтчбек, бензин, передний  | Калуга | 21.01.15
1007186411-312c | http://is5.auto.ru/all/images/e9/d7/60x45/e9d7126b.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #000000 | 395 000 |  2008  |  65 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Орехово-Зуево | 21.01.15
1007186413-d86c | http://is3.auto.ru/all/images/45/9d/60x45/459d451f.jpg |  Opel Astra H Рестайлинг1.7d MT (110 л.с.)  | #CACECB | 430 000 |  2010  |  77 000 км  |  1.7d MT (110 л.с.)универсал, дизель, передний  | Санкт-Петербург | 21.01.15
1007186373-9487a | http://is7.auto.ru/all/images/05/d1/60x45/05d1fcf1.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #9c9999 | 470 000 |  2010  |  61 000 км  |  1.8 AT (140 л.с.)седан, бензин, передний  | Пенза | 21.01.15
1006991201-2ce0a6 | http://is2.auto.ru/all/images/ad/0d/60x45/ad0d5f20.jpg |  Opel Astra J Рестайлинг1.6 MT (115 л.с.)  | #000000 | 520 000 |  2013  |  30 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Москва | 21.01.15
1007186399-90a8c | http://is3.auto.ru/all/images/20/3c/60x45/203cb9e0.jpg |  Opel Astra H Рестайлинг1.8 AT (140 л.с.)  | #FFFFFF | 449 888 |  2009  |  152 000 км  |  1.8 AT (140 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007186179-2b2d | http://is18.auto.ru/all/images/03/50/60x45/0350e92e.jpg |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 525 000 |  2012  |  38 000 км  |  1.6 MT (115 л.с.)седан, бензин, передний  | Рославль | 21.01.15
1007186115-7d03bb | http://is9.auto.ru/all/images/52/b1/60x45/52b18c3c.jpg |  Opel Astra G1.6 MT (101 л.с.)  | #FFFFFF | 300 840 |  2004  |  149 000 км  |  1.6 MT (101 л.с.)седан, бензин, передний  | Бахчисарай | 21.01.15
1001968547-d5e63 | http://is5.auto.ru/all/images/32/0c/60x45/320c2fe6.jpg |  Opel Astra J Рестайлинг1.6 AT (115 л.с.)  | #CACECB | 850 000 |  2013  |  32 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Сочи | 21.01.15
1004640457-c0befa | http://is16.auto.ru/all/images/a7/d2/60x45/a7d2088e.jpg |  Opel Astra H Рестайлинг2.0 MT (200 л.с.)  | #FF0000 | 580 000 |  2007  |  130 000 км  |  2.0 MT (200 л.с.)хэтчбек, бензин, передний  | Краснодар | 21.01.15
1007175541-e61b | http://is12.auto.ru/all/images/34/bf/60x45/34bf1338.jpg |  Opel Astra H1.6 AT (105 л.с.)  | #9c9999 | 350 000 |  2006  |  195 000 км  |  1.6 AT (105 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007184655-86f75 | http://is17.auto.ru/all/images/0f/05/60x45/0f053b9e.jpg |  Opel Astra G1.6 MT (84 л.с.)  | #0000FF | 225 000 |  2001  |  100 000 км  |  1.6 MT (84 л.с.)хэтчбек, бензин, передний  | Великие Луки | 21.01.15
1001904893-6a573 | http://is6.auto.ru/all/images/20/63/60x45/20631d64.jpg |  Opel Astra H Рестайлинг1.6 AT (115 л.с.)  | #000000 | 485 000 |  2012  |  57 000 км  |  1.6 AT (115 л.с.)седан, бензин, передний  | Ярославль | 21.01.15
1007184699-a818 | /i/all7/img/no-photo-thumb.gif |  Opel Astra H Рестайлинг1.6 MT (115 л.с.)  | #9c9999 | 380 000 |  2011  |  132 000 км  |  1.6 MT (115 л.с.)универсал, бензин, передний  | Кольчугино | 21.01.15
1006875851-c288 | http://is17.auto.ru/all/images/09/76/60x45/0976e31b.jpg |  Opel Astra J Рестайлинг1.4 AT (140 л.с.)  | #FFFFFF | 860 000 |  2013  |  26 798 км  |  1.4 AT (140 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007185349-2271d | http://is13.auto.ru/all/images/21/bd/60x45/21bdb386.jpg |  Opel Astra J1.6 AT (115 л.с.)  | #CACECB | 600 000 |  2011  |  35 000 км  |  1.6 AT (115 л.с.)универсал, бензин, передний  | Красноярск | 21.01.15
1007185147-8d79 | http://is3.auto.ru/all/images/58/38/60x45/5838c6f3.jpg |  Opel Astra J1.6 AT (180 л.с.)  | #000000 | 849 900 |  2011  |  82 000 км  |  1.6 AT (180 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
48942420-b1636 | http://is18.auto.ru/all/images/c3/88/60x45/c388e1f9.jpg |  Opel Astra J1.4 MT (140 л.с.)  | #000000 | 780 000 |  2011  |  77 000 км  |  1.4 MT (140 л.с.)хэтчбек, бензин, передний  | Тамбов | 21.01.15
50330642-6c5ce1 | http://is2.auto.ru/all/images/3c/fa/60x45/3cfac510.jpg |  Opel Astra H Рестайлинг1.3d MT (90 л.с.)  | #000000 | 525 000 |  2012  |  37 000 км  |  1.3d MT (90 л.с.)универсал, дизель, передний  | Армавир | 21.01.15
