1007255473-928d | http://is8.auto.ru/all/images/f9/ed/60x45/f9edc7da.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #FFFFFF | 455 000 |  2011  |  98 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Протвино | 23.01.15
1007214613-036ca5 | http://is15.auto.ru/all/images/4f/20/60x45/4f200131.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 489 000 |  2010  |  81 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Тула | 22.01.15
1006907507-26d6e | http://is5.auto.ru/all/images/db/25/60x45/db2559bd.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 685 000 |  2013  |  81 500 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007190485-b7eb7 | http://is11.auto.ru/all/images/e2/c8/60x45/e2c87807.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #FF0000 | 520 000 |  2012  |  74 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Воронеж | 22.01.15
1006866385-b6b890 | http://is17.auto.ru/all/images/25/52/60x45/2552e279.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 500 000 |  2010  |  99 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Протвино | 22.01.15
1006734973-c2c790 | http://is6.auto.ru/all/images/0c/24/60x45/0c241ce1.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #FF0000 | 491 100 |  2013  |  24 501 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Москва | 22.01.15
1007189601-1d419b | http://is18.auto.ru/all/images/16/2c/60x45/162c0249.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 500 000 |  2010  |  105 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007189823-c9e9e4 | http://is15.auto.ru/all/images/90/0a/60x45/900a28c3.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #CACECB | 490 000 Правый руль |  2010  |  80 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007189611-c5a07 | http://is16.auto.ru/all/images/06/f6/60x45/06f6ce2b.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #FF0000 | 430 000 |  2008  |  55 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007188455-16084 | http://is13.auto.ru/all/images/d2/09/60x45/d209e72e.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #0000FF | 745 000 |  2013  |  38 500 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Киржач | 21.01.15
1007188905-74ef99 | http://is4.auto.ru/all/images/58/86/60x45/58868530.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 598 000 |  2012  |  52 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1003147394-d66b5 | http://is3.auto.ru/all/images/6f/f9/60x45/6ff998b7.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 395 000 |  2008  |  150 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007188339-03bee6 | http://is5.auto.ru/all/images/5a/87/60x45/5a87f2e7.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #CACECB | 460 000 |  2009  |  96 493 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Подольск | 21.01.15
1007188211-40fe3 | http://is16.auto.ru/all/images/2b/2e/60x45/2b2eef55.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 750 000 |  2014  |  1 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Ярославль | 21.01.15
1006935123-efb5 | http://is18.auto.ru/all/images/fb/7a/60x45/fb7a726f.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 498 000 |  2008  |  68 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007186927-c6a2a | http://is17.auto.ru/all/images/ce/13/60x45/ce1336ea.jpg |  Kia Cee'd I Рестайлинг1.6 AT (125 л.с.)  | #9c9999 | 560 000 |  2012  |  53 000 км  |  1.6 AT (125 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1006745281-e806ae | http://is4.auto.ru/all/images/4b/e5/60x45/4be56967.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 740 000 |  2012  |  27 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007187017-aeeb | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 530 000 |  2011  |  57 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Уфа | 21.01.15
1007186993-21f1d4 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #9c9999 | 549 000 |  2010  |  67 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Локоть | 21.01.15
1006859379-723a9d | http://is9.auto.ru/all/images/30/3e/60x45/303e6ded.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #CC0033 | 425 000 |  2009  |  68 023 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1006805615-745c | http://is12.auto.ru/all/images/63/6f/60x45/636ff0b7.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #000000 | 799 000 |  2013  |  12 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Краснодар | 21.01.15
1003762838-647b | http://is1.auto.ru/all/images/a4/f4/60x45/a4f4e48f.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #FF0000 | 450 000 |  2009  |  124 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
46203228-83fb | http://is12.auto.ru/all/images/3a/1a/60x45/3a1a3bc7.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 570 000 |  2011  |  45 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007185259-bbba | http://is2.auto.ru/all/images/9b/37/60x45/9b37aa4f.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #9c9999 | 465 000 |  2012  |  15 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007185119-cdd59 | http://is17.auto.ru/all/images/e5/83/60x45/e583089e.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 699 000 |  2013  |  65 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007111485-6526 | http://is13.auto.ru/all/images/e2/46/60x45/e246ad2c.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #0000FF | 489 000 |  2010  |  93 200 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007170115-6f5352 | http://is9.auto.ru/all/images/9a/5c/60x45/9a5c146b.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 540 000 |  2011  |  62 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007048913-2159 | http://is1.auto.ru/all/images/0f/81/60x45/0f818cff.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 850 000 |  2012  |  22 462 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007183539-9803 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FFFFFF | 600 000 |  2011  |  56 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007181923-00a4a | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd II1.6 MT (129 л.с.)  | #9c9999 | 620 000 |  2012  |  16 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Сызрань | 21.01.15
1007182805-9b0c5 | http://is15.auto.ru/all/images/9e/4f/60x45/9e4f07c0.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 825 000 |  2014  |  13 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Подольск | 21.01.15
1006732089-003bb3 | http://is5.auto.ru/all/images/f3/5c/60x45/f35c0d18.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #FFFFFF | 650 000 |  2012  |  37 000 км  |  1.6 MT (129 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007181567-2a29d2 | http://is11.auto.ru/all/images/65/b8/60x45/65b89853.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #9c9999 | 390 000 |  2009  |  84 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007041469-e3951 | http://is10.auto.ru/all/images/4c/a3/60x45/4ca35277.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #000000 | 750 000 |  2013  |  15 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007046867-56ece1 | http://is7.auto.ru/all/images/d5/72/60x45/d5722f7b.jpg |  Kia Cee'd I Рестайлинг2.0 AT (143 л.с.)  | #0000FF | 600 000 |  2010  |  129 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006682401-e56091 | http://is2.auto.ru/all/images/7a/85/60x45/7a85beb7.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #FF0000 | 440 000 |  2010  |  80 900 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007181447-1ce78 | http://is7.auto.ru/all/images/92/8e/60x45/928e47b8.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #000000 | 575 000 |  2012  |  94 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
48263816-1c35f | http://is6.auto.ru/all/images/40/8d/60x45/408de458.jpg |  Kia Cee'd I Рестайлинг2.0 AT (143 л.с.)  | #000000 | 550 000 |  2011  |  68 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Мурманск | 21.01.15
1003780964-8eb235 | http://is2.auto.ru/all/images/2a/56/60x45/2a568e00.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 390 000 |  2008  |  135 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006751603-3b9731 | http://is8.auto.ru/all/images/ec/c3/60x45/ecc3a71f.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 460 000 |  2010  |  75 336 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1007179173-3e54a | http://is15.auto.ru/all/images/51/5b/60x45/515b425f.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #ffefd5 | 415 000 |  2009  |  111 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1005514107-7eb9 | http://is14.auto.ru/all/images/3c/6d/60x45/3c6d2f51.jpg |  Kia Cee'd II1.6 AT (135 л.с.)  | #9c9999 | 885 000 |  2014  |  15 000 км  |  1.6 AT (135 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007178857-2be3 | http://is6.auto.ru/all/images/fd/88/60x45/fd887ec8.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 425 000 |  2008  |  94 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1004078372-71a5f | http://is16.auto.ru/all/images/2c/4d/60x45/2c4d4d39.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 545 000 |  2011  |  82 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Красногорск | 21.01.15
1007178595-4ce5 | http://is4.auto.ru/all/images/47/a4/60x45/47a44516.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FF0000 | 688 000 |  2012  |  18 900 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Тула | 21.01.15
1007178079-e7ef73 | http://is18.auto.ru/all/images/33/be/60x45/33be9350.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 539 900 |  2011  |  54 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Пермь | 21.01.15
1006745921-83409 | http://is12.auto.ru/all/images/2d/82/60x45/2d82b626.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #9c9999 | 450 000 |  2007  |  85 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 21.01.15
1006872853-663edb | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 599 000 |  2010  |  81 393 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1006309033-e0c64 | http://is11.auto.ru/all/images/24/b5/60x45/24b5a553.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #000000 | 335 000 |  2007  |  119 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1007039571-dd260 | http://is10.auto.ru/all/images/dd/10/60x45/dd10b5ca.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #9c9999 | 770 000 |  2012  |  17 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Ставрополь | 21.01.15
1007157069-aaae | http://is8.auto.ru/all/images/ec/ea/60x45/ecea2e4b.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #0000FF | 330 000 |  2007  |  167 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Одинцово | 21.01.15
1007155821-c4ab0 | http://is12.auto.ru/all/images/1a/38/60x45/1a38b88c.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #CACECB | 455 555 |  2008  |  88 895 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006986433-7a765 | http://is9.auto.ru/all/images/8a/6f/60x45/8a6fd824.jpg |  Kia Cee'd I Рестайлинг1.6 MT (122 л.с.)  | #000000 | 527 000 |  2012  |  62 500 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Малоярославец | 21.01.15
1007152397-8fd30 | /i/all7/img/no-photo-thumb.gif |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 580 000 |  2010  |  75 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Краснодар | 21.01.15
1007149041-3032 | http://is9.auto.ru/all/images/43/65/60x45/4365729b.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #0000FF | 555 555 |  2011  |  72 145 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Москва | 21.01.15
1007148677-3d67 | http://is7.auto.ru/all/images/a9/24/60x45/a924e6ca.jpg |  Kia Cee'd I1.4 MT (109 л.с.)  | #FF0000 | 333 333 |  2008  |  75 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1005711787-5e044 | http://is5.auto.ru/all/images/d3/b4/60x45/d3b457fd.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #000000 | 925 000 |  2014  |  11 500 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Санкт-Петербург | 21.01.15
1007140931-c840f | http://is6.auto.ru/all/images/97/39/60x45/97395eb1.jpg |  Kia Cee'd II1.6 MT (129 л.с.)  | #926547 | 714 900 |  2014  |  2 000 км  |  1.6 MT (129 л.с.)универсал, бензин, передний  | Псков | 21.01.15
1006880267-b32b85 | http://is7.auto.ru/all/images/d8/64/60x45/d864d04a.jpg |  Kia Cee'd I2.0 MT (143 л.с.)  | #9c9999 | 480 000 |  2009  |  107 000 км  |  2.0 MT (143 л.с.)хэтчбек, бензин, передний  | Воронеж | 21.01.15
1007118099-ee8e8 | http://is6.auto.ru/all/images/af/58/60x45/af583381.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #FFFFFF | 830 000 |  2013  |  49 000 км  |  1.6 AT (129 л.с.)хэтчбек, бензин, передний  | Москва | 21.01.15
1006419515-dba1b4 | http://is2.auto.ru/all/images/db/5d/60x45/db5db563.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #0000FF | 490 000 |  2009  |  56 105 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007118109-1a64f8 | http://is18.auto.ru/all/images/27/30/60x45/2730e8b2.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #000000 | 620 000 |  2009  |  94 000 км  |  2.0 AT (143 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1006632531-69e94e | http://is12.auto.ru/all/images/4b/15/60x45/4b15ad44.jpg |  Kia Cee'd I2.0 AT (143 л.с.)  | #FF0000 | 470 000 |  2008  |  124 000 км  |  2.0 AT (143 л.с.)хэтчбек, бензин, передний  | Долгопрудный | 20.01.15
46904380-dfdc5b | http://is9.auto.ru/all/images/d1/0b/60x45/d10bb089.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 385 000 |  2008  |  100 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Ульяновск | 20.01.15
1006264971-5ca6 | http://is2.auto.ru/all/images/80/77/60x45/8077027d.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #FFFFFF | 564 000 |  2011  |  67 800 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Йошкар-Ола | 20.01.15
1007116331-85dd | http://is3.auto.ru/all/images/18/dc/60x45/18dc4a03.jpg |  Kia Cee'd II1.6 AT (129 л.с.)  | #926547 | 699 990 |  2013  |  23 000 км  |  1.6 AT (129 л.с.)универсал, бензин, передний  | Санкт-Петербург | 20.01.15
1006992759-205ad3 | http://is3.auto.ru/all/images/95/28/60x45/9528efea.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #ffefd5 | 450 000 |  2009  |  104 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007115813-e5dd6 | http://is2.auto.ru/all/images/02/0d/60x45/020db6b8.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 349 999 |  2007  |  190 000 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
1007115149-1de422 | http://is11.auto.ru/all/images/30/44/60x45/3044bfcd.jpg |  Kia Cee'd I Рестайлинг1.6 AT (122 л.с.)  | #CACECB | 600 000 |  2011  |  49 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Воронеж | 20.01.15
1007050857-d12b19 | http://is2.auto.ru/all/images/b4/33/60x45/b4339cd0.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #fde910 | 415 000 |  2009  |  116 000 км  |  1.6 MT (122 л.с.)хэтчбек, бензин, передний  | Тамбов | 20.01.15
1006216195-39c6b | http://is16.auto.ru/all/images/3b/14/60x45/3b140dbe.jpg |  Kia Cee'd I Рестайлинг1.4 MT (109 л.с.)  | #000000 | 425 000 |  2010  |  65 000 км  |  1.4 MT (109 л.с.)хэтчбек, бензин, передний  | Череповец | 20.01.15
1005502225-31c2 | http://is3.auto.ru/all/images/92/67/60x45/92679379.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #000000 | 370 000 |  2008  |  132 000 км  |  1.6 AT (122 л.с.)универсал, бензин, передний  | Вольск | 20.01.15
1007114705-d58ba | http://is8.auto.ru/all/images/d2/dc/60x45/d2dca89b.jpg |  Kia Cee'd I1.6 MT (122 л.с.)  | #0000FF | 410 000 |  2009  |  135 000 км  |  1.6 MT (122 л.с.)универсал, бензин, передний  | Москва | 20.01.15
1003121736-2c5b | http://is2.auto.ru/all/images/38/a1/60x45/38a12f7d.jpg |  Kia Cee'd I1.6 AT (122 л.с.)  | #0000FF | 519 000 |  2009  |  73 500 км  |  1.6 AT (122 л.с.)хэтчбек, бензин, передний  | Москва | 20.01.15
